Test Case: A100SXM_apex_fused_rotary_positional_embedding.forward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  8  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 8, 16]]   | bf16  |      51.05       |       51.11       |       51.2       |       12.29        | 6.71e+07 | 8.39e+06 |      6.74%       |    16.12%     |
|  8  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 8, 16]]   | bf16  |      121.24      |      121.32       |      121.4       |       22.57        | 1.34e+08 | 1.68e+07 |      5.68%       |    13.57%     |
| 16  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 16, 16]]    | bf16  |       3.38       |       3.43        |       3.48       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.01%     |
| 16  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 16, 16]]    | bf16  |       3.64       |       3.66        |       3.69       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
| 16  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 16, 16]]    | bf16  |       3.64       |       3.69        |       3.74       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.06%     |
| 16  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 16, 16]]   | bf16  |       4.25       |       4.27        |       4.3        |        2.16        | 1.05e+06 | 1.31e+05 |      1.27%       |     3.03%     |
| 16  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 16, 16]]   | bf16  |       4.81       |       4.84        |       4.86       |        2.32        | 2.10e+06 | 2.62e+05 |      2.24%       |     5.35%     |
| 16  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 16, 16]]   | bf16  |       6.45       |        6.5        |       6.55       |        2.64        | 4.19e+06 | 5.24e+05 |      3.33%       |     7.97%     |
| 16  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 16, 16]]   | bf16  |       9.11       |       9.17        |       9.22       |        3.29        | 8.39e+06 | 1.05e+06 |      4.72%       |    11.29%     |
| 16  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 16, 16]]   | bf16  |      14.75       |       14.77       |       14.8       |        4.57        | 1.68e+07 | 2.10e+06 |      5.83%       |    13.95%     |
| 16  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 16, 16]]   | bf16  |       25.8       |       25.83       |      25.86       |        7.14        | 3.36e+07 | 4.19e+06 |      6.67%       |    15.95%     |
| 16  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 16, 16]]  | bf16  |      49.97       |       50.02       |      50.07       |       12.29        | 6.71e+07 | 8.39e+06 |      6.89%       |    16.47%     |
| 16  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 16, 16]]  | bf16  |      119.96      |      119.99       |      120.01      |       22.57        | 1.34e+08 | 1.68e+07 |      5.74%       |    13.72%     |
| 16  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 16, 16]]  | bf16  |      235.47      |      235.57       |      235.67      |       43.14        | 2.68e+08 | 3.36e+07 |      5.85%       |    13.98%     |
| 32  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 32, 16]]    | bf16  |       4.1        |       4.15        |       4.2        |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
| 32  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 32, 16]]    | bf16  |       4.3        |       4.33        |       4.35       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.05%     |
| 32  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 32, 16]]    | bf16  |       4.3        |       4.35        |       4.4        |        2.01        | 3.28e+04 | 4.10e+03 |      0.04%       |     0.09%     |
| 32  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 32, 16]]   | bf16  |       4.97       |       4.99        |       5.02       |        2.32        | 2.10e+06 | 2.62e+05 |      2.16%       |     5.17%     |
| 32  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 32, 16]]   | bf16  |       5.73       |       5.76        |       5.79       |        2.64        | 4.19e+06 | 5.24e+05 |      3.75%       |     8.97%     |
| 32  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 32, 16]]   | bf16  |       8.19       |       8.27        |       8.35       |        3.29        | 8.39e+06 | 1.05e+06 |      5.25%       |    12.56%     |
| 32  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 32, 16]]   | bf16  |      12.19       |       12.24       |      12.29       |        4.57        | 1.68e+07 | 2.10e+06 |      7.06%       |    16.87%     |
| 32  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 32, 16]]   | bf16  |      20.22       |       20.31       |      20.38       |        7.14        | 3.36e+07 | 4.19e+06 |      8.51%       |    20.35%     |
| 32  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 32, 16]]   | bf16  |      38.96       |       39.02       |      39.07       |       12.29        | 6.71e+07 | 8.39e+06 |      8.83%       |    21.12%     |
| 32  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 32, 16]]  | bf16  |      94.26       |       94.32       |      94.36       |       22.57        | 1.34e+08 | 1.68e+07 |       7.3%       |    17.46%     |
| 32  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 32, 16]]  | bf16  |      184.83      |      184.89       |      184.93      |       43.14        | 2.68e+08 | 3.36e+07 |      7.45%       |    17.81%     |
| 32  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 32, 16]]  | bf16  |      364.03      |      364.12       |      364.19      |       84.28        | 5.37e+08 | 6.71e+07 |      7.56%       |    18.08%     |
| 64  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 64, 16]]    | bf16  |       5.53       |       5.56        |       5.58       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
| 64  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 64, 16]]    | bf16  |       5.58       |       5.61        |       5.63       |        2.01        | 3.28e+04 | 4.10e+03 |      0.03%       |     0.07%     |
| 64  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 64, 16]]    | bf16  |       5.63       |       5.68        |       5.73       |        2.01        | 6.55e+04 | 8.19e+03 |      0.06%       |     0.14%     |
| 64  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 64, 16]]   | bf16  |       6.3        |       6.33        |       6.35       |        2.64        | 4.19e+06 | 5.24e+05 |      3.41%       |     8.16%     |
| 64  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 64, 16]]   | bf16  |       7.53       |       7.55        |       7.58       |        3.29        | 8.39e+06 | 1.05e+06 |      5.71%       |    13.66%     |
| 64  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 64, 16]]   | bf16  |      11.57       |       11.59       |      11.62       |        4.57        | 1.68e+07 | 2.10e+06 |      7.44%       |    17.78%     |
| 64  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 64, 16]]   | bf16  |      17.77       |       17.83       |      17.87       |        7.14        | 3.36e+07 | 4.19e+06 |      9.68%       |    23.15%     |
| 64  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 64, 16]]   | bf16  |      34.05       |       34.18       |       34.3       |       12.29        | 6.71e+07 | 8.39e+06 |      10.11%      |    24.16%     |
| 64  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 64, 16]]   | bf16  |      83.81       |       83.87       |      83.92       |       22.57        | 1.34e+08 | 1.68e+07 |      8.21%       |    19.64%     |
| 64  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 64, 16]]  | bf16  |      162.0       |       162.1       |      162.2       |       43.14        | 2.68e+08 | 3.36e+07 |       8.5%       |    20.32%     |
| 64  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 64, 16]]  | bf16  |      317.03      |      317.08       |      317.13      |       84.28        | 5.37e+08 | 6.71e+07 |      8.68%       |    20.76%     |
| 64  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 64, 16]]  | bf16  |      627.51      |      627.53       |      627.56      |       166.56       | 1.07e+09 | 1.34e+08 |      8.77%       |    20.98%     |
| 128 | 16  |   [1, 1, 1, 16]    | True  |   [[1, 1, 128, 16]]    | bf16  |       6.5        |       6.52        |       6.55       |        2.01        | 3.28e+04 | 4.10e+03 |      0.03%       |     0.06%     |
| 128 | 16  |   [2, 1, 1, 16]    | True  |   [[2, 1, 128, 16]]    | bf16  |       6.55       |       6.58        |       6.6        |        2.01        | 6.55e+04 | 8.19e+03 |      0.05%       |     0.12%     |
| 128 | 16  |   [4, 1, 1, 16]    | True  |   [[4, 1, 128, 16]]    | bf16  |       6.55       |       6.58        |       6.6        |        2.02        | 1.31e+05 | 1.64e+04 |       0.1%       |     0.25%     |
| 128 | 16  |  [256, 1, 1, 16]   | True  |  [[256, 1, 128, 16]]   | bf16  |       7.32       |       7.35        |       7.37       |        3.29        | 8.39e+06 | 1.05e+06 |      5.88%       |    14.05%     |
| 128 | 16  |  [512, 1, 1, 16]   | True  |  [[512, 1, 128, 16]]   | bf16  |       8.7        |       8.77        |       8.86       |        4.57        | 1.68e+07 | 2.10e+06 |      9.89%       |    23.64%     |
| 128 | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 128, 16]]  | bf16  |      14.44       |       14.46       |      14.49       |        7.14        | 3.36e+07 | 4.19e+06 |      11.92%      |    28.49%     |
| 128 | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 128, 16]]  | bf16  |      27.24       |       27.31       |      27.39       |       12.29        | 6.71e+07 | 8.39e+06 |      12.63%      |    30.21%     |
| 128 | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 128, 16]]  | bf16  |      67.07       |       67.14       |      67.23       |       22.57        | 1.34e+08 | 1.68e+07 |      10.26%      |    24.54%     |
| 128 | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 128, 16]]  | bf16  |      128.92      |      129.06       |      129.18      |       43.14        | 2.68e+08 | 3.36e+07 |      10.68%      |    25.53%     |
| 128 | 16  | [16384, 1, 1, 16]  | True  | [[16384, 1, 128, 16]]  | bf16  |      297.78      |      297.86       |      297.93      |       84.28        | 5.37e+08 | 6.71e+07 |      9.25%       |    22.11%     |
| 128 | 16  | [32768, 1, 1, 16]  | True  | [[32768, 1, 128, 16]]  | bf16  |      491.06      |      548.38       |      585.57      |       166.56       | 1.07e+09 | 1.34e+08 |      11.21%      |    26.81%     |
| 128 | 16  | [65536, 1, 1, 16]  | True  | [[65536, 1, 128, 16]]  | bf16  |     1160.76      |      1160.83      |     1160.91      |       331.13       | 2.15e+09 | 2.68e+08 |      9.49%       |    22.68%     |
|  2  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 2, 32]]     | bf16  |       2.71       |       2.73        |       2.76       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  2  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 2, 32]]     | bf16  |       2.71       |       2.76        |       2.82       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  2  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 2, 32]]     | bf16  |       2.82       |       2.84        |       2.87       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.02%     |
|  2  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 2, 32]]    | bf16  |       3.07       |        3.1        |       3.12       |        2.04        | 2.62e+05 | 3.28e+04 |      0.44%       |     1.05%     |
|  2  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 2, 32]]    | bf16  |       3.28       |       3.31        |       3.33       |        2.08        | 5.24e+05 | 6.55e+04 |      0.82%       |     1.96%     |
|  2  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 2, 32]]   | bf16  |       3.74       |       3.76        |       3.79       |        2.16        | 1.05e+06 | 1.31e+05 |      1.44%       |     3.44%     |
|  2  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 2, 32]]   | bf16  |       4.45       |       4.49        |       4.51       |        2.32        | 2.10e+06 | 2.62e+05 |      2.42%       |     5.78%     |
|  2  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 2, 32]]   | bf16  |       6.04       |       6.07        |       6.09       |        2.64        | 4.19e+06 | 5.24e+05 |      3.56%       |     8.51%     |
|  2  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 2, 32]]   | bf16  |       9.06       |       9.11        |       9.16       |        3.29        | 8.39e+06 | 1.05e+06 |      4.75%       |    11.35%     |
|  2  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 2, 32]]   | bf16  |       15.1       |       15.13       |      15.16       |        4.57        | 1.68e+07 | 2.10e+06 |       5.7%       |    13.62%     |
|  2  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 2, 32]]   | bf16  |      27.29       |       27.31       |      27.34       |        7.14        | 3.36e+07 | 4.19e+06 |      6.31%       |    15.08%     |
|  2  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 2, 32]]   | bf16  |       53.4       |       53.45       |       53.5       |       12.29        | 6.71e+07 | 8.39e+06 |      6.44%       |    15.41%     |
|  4  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 4, 32]]     | bf16  |       2.66       |       2.71        |       2.76       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 4, 32]]     | bf16  |       2.76       |       2.79        |       2.82       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.02%     |
|  4  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 4, 32]]     | bf16  |       2.82       |       2.84        |       2.87       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.04%     |
|  4  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 4, 32]]    | bf16  |       3.12       |       3.15        |       3.17       |        2.08        | 5.24e+05 | 6.55e+04 |      0.86%       |     2.06%     |
|  4  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 4, 32]]    | bf16  |       3.38       |       3.41        |       3.43       |        2.16        | 1.05e+06 | 1.31e+05 |      1.59%       |     3.8%      |
|  4  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 4, 32]]   | bf16  |       4.61       |       4.65        |       4.71       |        2.32        | 2.10e+06 | 2.62e+05 |      2.33%       |     5.58%     |
|  4  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 4, 32]]   | bf16  |       5.68       |       5.73        |       5.79       |        2.64        | 4.19e+06 | 5.24e+05 |      3.79%       |     9.05%     |
|  4  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 4, 32]]   | bf16  |       7.83       |       7.86        |       7.88       |        3.29        | 8.39e+06 | 1.05e+06 |      5.49%       |    13.14%     |
|  4  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 4, 32]]   | bf16  |      12.08       |       12.11       |      12.13       |        4.57        | 1.68e+07 | 2.10e+06 |      7.12%       |    17.03%     |
|  4  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 4, 32]]   | bf16  |      20.48       |       20.51       |      20.53       |        7.14        | 3.36e+07 | 4.19e+06 |       8.4%       |    20.09%     |
|  4  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 4, 32]]   | bf16  |      41.11       |       41.17       |      41.22       |       12.29        | 6.71e+07 | 8.39e+06 |      8.37%       |    20.01%     |
|  4  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 4, 32]]   | bf16  |      95.59       |       95.68       |      95.74       |       22.57        | 1.34e+08 | 1.68e+07 |       7.2%       |    17.22%     |
|  8  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 8, 32]]     | bf16  |       3.53       |       3.55        |       3.58       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.01%     |
|  8  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 8, 32]]     | bf16  |       3.58       |       3.61        |       3.64       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
|  8  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 8, 32]]     | bf16  |       3.64       |       3.64        |       3.64       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.06%     |
|  8  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 8, 32]]    | bf16  |       4.04       |       4.07        |       4.1        |        2.16        | 1.05e+06 | 1.31e+05 |      1.33%       |     3.18%     |
|  8  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 8, 32]]    | bf16  |       4.35       |       4.37        |       4.4        |        2.32        | 2.10e+06 | 2.62e+05 |      2.47%       |     5.91%     |
|  8  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 8, 32]]   | bf16  |       4.97       |       5.02        |       5.07       |        2.64        | 4.19e+06 | 5.24e+05 |      4.33%       |    10.35%     |
|  8  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 8, 32]]   | bf16  |       6.55       |       6.58        |       6.6        |        3.29        | 8.39e+06 | 1.05e+06 |      6.57%       |     15.7%     |
|  8  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 8, 32]]   | bf16  |       9.32       |       9.35        |       9.37       |        4.57        | 1.68e+07 | 2.10e+06 |      9.23%       |    22.07%     |
|  8  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 8, 32]]   | bf16  |      14.85       |       14.88       |       14.9       |        7.14        | 3.36e+07 | 4.19e+06 |      11.59%      |     27.7%     |
|  8  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 8, 32]]   | bf16  |      28.72       |       28.77       |      28.83       |       12.29        | 6.71e+07 | 8.39e+06 |      11.98%      |    28.65%     |
|  8  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 8, 32]]   | bf16  |      67.43       |       67.46       |      67.48       |       22.57        | 1.34e+08 | 1.68e+07 |      10.21%      |    24.41%     |
|  8  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 8, 32]]   | bf16  |      129.95      |       130.0       |      130.05      |       43.14        | 2.68e+08 | 3.36e+07 |      10.59%      |    25.33%     |
| 16  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 16, 32]]    | bf16  |       3.43       |       3.46        |       3.48       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
| 16  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 16, 32]]    | bf16  |       3.64       |       3.66        |       3.69       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.06%     |
| 16  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 16, 32]]    | bf16  |       3.69       |       3.71        |       3.74       |        2.01        | 3.28e+04 | 4.10e+03 |      0.05%       |     0.11%     |
| 16  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 16, 32]]   | bf16  |       4.2        |       4.23        |       4.25       |        2.32        | 2.10e+06 | 2.62e+05 |      2.56%       |     6.12%     |
| 16  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 16, 32]]   | bf16  |       4.86       |       4.89        |       4.92       |        2.64        | 4.19e+06 | 5.24e+05 |      4.43%       |    10.58%     |
| 16  | 32  |  [1024, 1, 1, 32]  | True  |  [[1024, 1, 16, 32]]   | bf16  |       6.5        |       6.56        |       6.6        |        3.29        | 8.39e+06 | 1.05e+06 |      6.62%       |    15.82%     |
| 16  | 32  |  [2048, 1, 1, 32]  | True  |  [[2048, 1, 16, 32]]   | bf16  |       9.11       |       9.16        |       9.22       |        4.57        | 1.68e+07 | 2.10e+06 |      9.44%       |    22.58%     |
| 16  | 32  |  [4096, 1, 1, 32]  | True  |  [[4096, 1, 16, 32]]   | bf16  |      14.69       |       14.75       |       14.8       |        7.14        | 3.36e+07 | 4.19e+06 |      11.71%      |    28.01%     |
