Test Case: A100SXM_apex_fused_rotary_positional_embedding.backward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  8  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 8, 16]]   | bf16  |      67.64       |       67.64       |      67.64       |       12.29        | 6.71e+07 | 8.39e+06 |      5.09%       |    12.16%     |
|  8  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 8, 16]]   | bf16  |      143.21      |      143.26       |      143.31      |       22.57        | 1.34e+08 | 1.68e+07 |      4.81%       |    11.49%     |
| 16  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 16, 16]]    | bf16  |       3.79       |       3.82        |       3.84       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.01%     |
| 16  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 16, 16]]    | bf16  |       3.99       |       4.02        |       4.04       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
| 16  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 16, 16]]    | bf16  |       3.99       |       4.02        |       4.04       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.05%     |
| 16  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 16, 16]]   | bf16  |       4.76       |       4.76        |       4.76       |        2.16        | 1.05e+06 | 1.31e+05 |      1.13%       |     2.7%      |
| 16  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 16, 16]]   | bf16  |       5.63       |       5.68        |       5.73       |        2.32        | 2.10e+06 | 2.62e+05 |      1.91%       |     4.57%     |
| 16  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 16, 16]]   | bf16  |       7.63       |       7.66        |       7.68       |        2.64        | 4.19e+06 | 5.24e+05 |      2.82%       |     6.74%     |
| 16  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 16, 16]]   | bf16  |      11.52       |       11.52       |      11.52       |        3.29        | 8.39e+06 | 1.05e+06 |      3.73%       |     8.93%     |
| 16  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 16, 16]]   | bf16  |       19.4       |       19.45       |      19.51       |        4.57        | 1.68e+07 | 2.10e+06 |      4.43%       |     10.6%     |
| 16  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 16, 16]]   | bf16  |      35.23       |       35.25       |      35.28       |        7.14        | 3.36e+07 | 4.19e+06 |      4.88%       |    11.68%     |
| 16  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 16, 16]]  | bf16  |      67.28       |       67.32       |      67.38       |       12.29        | 6.71e+07 | 8.39e+06 |      5.12%       |    12.23%     |
| 16  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 16, 16]]  | bf16  |      142.95      |      142.98       |      143.0       |       22.57        | 1.34e+08 | 1.68e+07 |      4.81%       |    11.51%     |
| 16  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 16, 16]]  | bf16  |      281.09      |      281.11       |      281.14      |       43.14        | 2.68e+08 | 3.36e+07 |       4.9%       |    11.71%     |
| 32  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 32, 16]]    | bf16  |       4.51       |       4.53        |       4.56       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
| 32  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 32, 16]]    | bf16  |       4.56       |       4.59        |       4.61       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
| 32  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 32, 16]]    | bf16  |       4.61       |       4.66        |       4.71       |        2.01        | 3.28e+04 | 4.10e+03 |      0.04%       |     0.09%     |
| 32  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 32, 16]]   | bf16  |       5.43       |       5.47        |       5.53       |        2.32        | 2.10e+06 | 2.62e+05 |      1.98%       |     4.74%     |
| 32  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 32, 16]]   | bf16  |       6.5        |       6.52        |       6.55       |        2.64        | 4.19e+06 | 5.24e+05 |      3.31%       |     7.91%     |
| 32  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 32, 16]]   | bf16  |       9.11       |       9.16        |       9.22       |        3.29        | 8.39e+06 | 1.05e+06 |      4.72%       |    11.29%     |
| 32  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 32, 16]]   | bf16  |      14.03       |       14.06       |      14.08       |        4.57        | 1.68e+07 | 2.10e+06 |      6.13%       |    14.66%     |
| 32  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 32, 16]]   | bf16  |      24.17       |       24.22       |      24.27       |        7.14        | 3.36e+07 | 4.19e+06 |      7.12%       |    17.02%     |
| 32  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 32, 16]]   | bf16  |      45.57       |       45.63       |      45.67       |       12.29        | 6.71e+07 | 8.39e+06 |      7.55%       |    18.06%     |
| 32  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 32, 16]]  | bf16  |      102.55      |      102.61       |      102.66      |       22.57        | 1.34e+08 | 1.68e+07 |      6.71%       |    16.05%     |
| 32  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 32, 16]]  | bf16  |      200.29      |      200.37       |      200.45      |       43.14        | 2.68e+08 | 3.36e+07 |      6.87%       |    16.43%     |
| 32  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 32, 16]]  | bf16  |      393.98      |      394.07       |      394.14      |       84.28        | 5.37e+08 | 6.71e+07 |      6.99%       |    16.71%     |
| 64  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 64, 16]]    | bf16  |       5.43       |       5.46        |       5.48       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
| 64  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 64, 16]]    | bf16  |       5.68       |       5.71        |       5.73       |        2.01        | 3.28e+04 | 4.10e+03 |      0.03%       |     0.07%     |
| 64  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 64, 16]]    | bf16  |       5.73       |       5.79        |       5.84       |        2.01        | 6.55e+04 | 8.19e+03 |      0.06%       |     0.14%     |
| 64  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 64, 16]]   | bf16  |       6.71       |       6.71        |       6.71       |        2.64        | 4.19e+06 | 5.24e+05 |      3.21%       |     7.66%     |
| 64  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 64, 16]]   | bf16  |       7.99       |       8.02        |       8.04       |        3.29        | 8.39e+06 | 1.05e+06 |      5.38%       |    12.87%     |
| 64  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 64, 16]]   | bf16  |      11.98       |       12.03       |      12.08       |        4.57        | 1.68e+07 | 2.10e+06 |      7.18%       |    17.17%     |
| 64  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 64, 16]]   | bf16  |       19.0       |       19.07       |      19.15       |        7.14        | 3.36e+07 | 4.19e+06 |      9.06%       |    21.65%     |
| 64  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 64, 16]]   | bf16  |      35.94       |       35.99       |      36.04       |       12.29        | 6.71e+07 | 8.39e+06 |      9.58%       |    22.89%     |
| 64  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 64, 16]]   | bf16  |      86.43       |       86.51       |      86.58       |       22.57        | 1.34e+08 | 1.68e+07 |      7.96%       |    19.04%     |
| 64  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 64, 16]]  | bf16  |      167.01      |      167.09       |      167.17      |       43.14        | 2.68e+08 | 3.36e+07 |      8.24%       |    19.71%     |
| 64  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 64, 16]]  | bf16  |      326.09      |       326.2       |      326.3       |       84.28        | 5.37e+08 | 6.71e+07 |      8.44%       |    20.19%     |
| 64  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 64, 16]]  | bf16  |      644.86      |      644.97       |      645.07      |       166.56       | 1.07e+09 | 1.34e+08 |      8.54%       |    20.42%     |
| 128 | 16  |   [1, 1, 1, 16]    | True  |   [[1, 1, 128, 16]]    | bf16  |       6.3        |       6.35        |       6.4        |        2.01        | 3.28e+04 | 4.10e+03 |      0.03%       |     0.06%     |
| 128 | 16  |   [2, 1, 1, 16]    | True  |   [[2, 1, 128, 16]]    | bf16  |       6.5        |        6.5        |       6.5        |        2.01        | 6.55e+04 | 8.19e+03 |      0.05%       |     0.12%     |
| 128 | 16  |   [4, 1, 1, 16]    | True  |   [[4, 1, 128, 16]]    | bf16  |       6.4        |       6.42        |       6.45       |        2.02        | 1.31e+05 | 1.64e+04 |      0.11%       |     0.25%     |
| 128 | 16  |  [256, 1, 1, 16]   | True  |  [[256, 1, 128, 16]]   | bf16  |       7.42       |        7.5        |       7.58       |        3.29        | 8.39e+06 | 1.05e+06 |       5.8%       |    13.86%     |
| 128 | 16  |  [512, 1, 1, 16]   | True  |  [[512, 1, 128, 16]]   | bf16  |       8.65       |        8.7        |       8.76       |        4.57        | 1.68e+07 | 2.10e+06 |      9.95%       |    23.78%     |
| 128 | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 128, 16]]  | bf16  |      13.98       |       14.02       |      14.08       |        7.14        | 3.36e+07 | 4.19e+06 |      12.31%      |    29.43%     |
| 128 | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 128, 16]]  | bf16  |      26.78       |       26.89       |      26.98       |       12.29        | 6.71e+07 | 8.39e+06 |      12.85%      |    30.73%     |
| 128 | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 128, 16]]  | bf16  |      67.23       |       67.3        |      67.38       |       22.57        | 1.34e+08 | 1.68e+07 |      10.24%      |    24.48%     |
| 128 | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 128, 16]]  | bf16  |      153.6       |      153.65       |      153.7       |       43.14        | 2.68e+08 | 3.36e+07 |      8.96%       |    21.43%     |
| 128 | 16  | [16384, 1, 1, 16]  | True  | [[16384, 1, 128, 16]]  | bf16  |      296.45      |      296.56       |      296.65      |       84.28        | 5.37e+08 | 6.71e+07 |      9.29%       |     22.2%     |
| 128 | 16  | [32768, 1, 1, 16]  | True  | [[32768, 1, 128, 16]]  | bf16  |      532.84      |      561.09       |      582.91      |       166.56       | 1.07e+09 | 1.34e+08 |      10.33%      |    24.71%     |
| 128 | 16  | [65536, 1, 1, 16]  | True  | [[65536, 1, 128, 16]]  | bf16  |     1154.66      |      1154.73      |     1154.82      |       331.13       | 2.15e+09 | 2.68e+08 |      9.54%       |     22.8%     |
|  2  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 2, 32]]     | bf16  |       2.82       |       2.87        |       2.92       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  2  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 2, 32]]     | bf16  |       3.02       |       3.04        |       3.07       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  2  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 2, 32]]     | bf16  |       3.02       |       3.05        |       3.07       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.02%     |
|  2  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 2, 32]]    | bf16  |       3.33       |       3.38        |       3.43       |        2.04        | 2.62e+05 | 3.28e+04 |       0.4%       |     0.97%     |
|  2  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 2, 32]]    | bf16  |       3.58       |       3.62        |       3.64       |        2.08        | 5.24e+05 | 6.55e+04 |      0.75%       |     1.8%      |
|  2  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 2, 32]]   | bf16  |       4.15       |       4.17        |       4.2        |        2.16        | 1.05e+06 | 1.31e+05 |       1.3%       |     3.1%      |
|  2  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 2, 32]]   | bf16  |       5.43       |       5.45        |       5.48       |        2.32        | 2.10e+06 | 2.62e+05 |      1.98%       |     4.74%     |
|  2  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 2, 32]]   | bf16  |       7.73       |       7.76        |       7.78       |        2.64        | 4.19e+06 | 5.24e+05 |      2.78%       |     6.65%     |
|  2  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 2, 32]]   | bf16  |      12.49       |       12.51       |      12.54       |        3.29        | 8.39e+06 | 1.05e+06 |      3.44%       |     8.23%     |
|  2  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 2, 32]]   | bf16  |      21.81       |       21.84       |      21.86       |        4.57        | 1.68e+07 | 2.10e+06 |      3.94%       |     9.43%     |
|  2  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 2, 32]]   | bf16  |       40.4       |       40.42       |      40.45       |        7.14        | 3.36e+07 | 4.19e+06 |      4.26%       |    10.18%     |
|  2  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 2, 32]]   | bf16  |      101.22      |       101.3       |      101.38      |       12.29        | 6.71e+07 | 8.39e+06 |       3.4%       |     8.13%     |
|  4  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 4, 32]]     | bf16  |       3.53       |       3.56        |       3.58       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 4, 32]]     | bf16  |       3.58       |       3.64        |       3.69       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.01%     |
|  4  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 4, 32]]     | bf16  |       3.64       |       3.66        |       3.69       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
|  4  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 4, 32]]    | bf16  |       4.04       |        4.1        |       4.15       |        2.08        | 5.24e+05 | 6.55e+04 |      0.67%       |     1.59%     |
|  4  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 4, 32]]    | bf16  |       4.45       |       4.47        |       4.51       |        2.16        | 1.05e+06 | 1.31e+05 |      1.21%       |     2.89%     |
|  4  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 4, 32]]   | bf16  |       5.22       |       5.25        |       5.27       |        2.32        | 2.10e+06 | 2.62e+05 |      2.06%       |     4.93%     |
|  4  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 4, 32]]   | bf16  |       6.96       |       6.99        |       7.01       |        2.64        | 4.19e+06 | 5.24e+05 |      3.09%       |     7.39%     |
|  4  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 4, 32]]   | bf16  |      10.39       |       10.44       |       10.5       |        3.29        | 8.39e+06 | 1.05e+06 |      4.14%       |     9.9%      |
|  4  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 4, 32]]   | bf16  |      17.15       |       17.22       |      17.31       |        4.57        | 1.68e+07 | 2.10e+06 |      5.02%       |    11.99%     |
|  4  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 4, 32]]   | bf16  |      30.52       |       30.54       |      30.57       |        7.14        | 3.36e+07 | 4.19e+06 |      5.64%       |    13.48%     |
|  4  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 4, 32]]   | bf16  |      58.06       |       58.11       |      58.16       |       12.29        | 6.71e+07 | 8.39e+06 |      5.93%       |    14.17%     |
|  4  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 4, 32]]   | bf16  |      118.73      |      118.78       |      118.84      |       22.57        | 1.34e+08 | 1.68e+07 |       5.8%       |    13.86%     |
|  8  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 8, 32]]     | bf16  |       3.79       |       3.82        |       3.84       |        2.0         | 4.10e+03 | 5.12e+02 |      0.01%       |     0.01%     |
|  8  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 8, 32]]     | bf16  |       3.84       |       3.87        |       3.89       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
|  8  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 8, 32]]     | bf16  |       3.94       |       3.96        |       3.99       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.05%     |
|  8  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 8, 32]]    | bf16  |       4.35       |       4.38        |       4.4        |        2.16        | 1.05e+06 | 1.31e+05 |      1.24%       |     2.96%     |
|  8  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 8, 32]]    | bf16  |       4.81       |       4.83        |       4.86       |        2.32        | 2.10e+06 | 2.62e+05 |      2.24%       |     5.35%     |
|  8  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 8, 32]]   | bf16  |       5.68       |       5.73        |       5.79       |        2.64        | 4.19e+06 | 5.24e+05 |      3.79%       |     9.05%     |
|  8  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 8, 32]]   | bf16  |       7.83       |       7.88        |       7.94       |        3.29        | 8.39e+06 | 1.05e+06 |      5.49%       |    13.14%     |
|  8  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 8, 32]]   | bf16  |      11.72       |       11.74       |      11.78       |        4.57        | 1.68e+07 | 2.10e+06 |      7.34%       |    17.55%     |
|  8  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 8, 32]]   | bf16  |      19.51       |       19.54       |      19.56       |        7.14        | 3.36e+07 | 4.19e+06 |      8.82%       |    21.09%     |
|  8  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 8, 32]]   | bf16  |      35.99       |       36.08       |      36.15       |       12.29        | 6.71e+07 | 8.39e+06 |      9.56%       |    22.86%     |
|  8  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 8, 32]]   | bf16  |      76.29       |       76.34       |      76.39       |       22.57        | 1.34e+08 | 1.68e+07 |      9.02%       |    21.57%     |
|  8  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 8, 32]]   | bf16  |      147.3       |      147.35       |      147.4       |       43.14        | 2.68e+08 | 3.36e+07 |      9.35%       |    22.34%     |
| 16  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 16, 32]]    | bf16  |       3.89       |       3.94        |       3.99       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
| 16  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 16, 32]]    | bf16  |       3.94       |       3.96        |       3.99       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.05%     |
| 16  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 16, 32]]    | bf16  |       3.99       |       4.02        |       4.04       |        2.01        | 3.28e+04 | 4.10e+03 |      0.04%       |     0.1%      |
| 16  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 16, 32]]   | bf16  |       4.66       |       4.71        |       4.76       |        2.32        | 2.10e+06 | 2.62e+05 |      2.31%       |     5.52%     |
| 16  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 16, 32]]   | bf16  |       5.58       |       5.63        |       5.68       |        2.64        | 4.19e+06 | 5.24e+05 |      3.85%       |     9.22%     |
| 16  | 32  |  [1024, 1, 1, 32]  | True  |  [[1024, 1, 16, 32]]   | bf16  |       7.58       |       7.61        |       7.63       |        3.29        | 8.39e+06 | 1.05e+06 |      5.68%       |    13.57%     |
| 16  | 32  |  [2048, 1, 1, 32]  | True  |  [[2048, 1, 16, 32]]   | bf16  |      11.42       |       11.44       |      11.47       |        4.57        | 1.68e+07 | 2.10e+06 |      7.53%       |    18.01%     |
| 16  | 32  |  [4096, 1, 1, 32]  | True  |  [[4096, 1, 16, 32]]   | bf16  |       19.3       |       19.33       |      19.35       |        7.14        | 3.36e+07 | 4.19e+06 |      8.92%       |    21.32%     |
