Test Case: H20SXM_vllm.ops.NATIVE_C-silu_mul_per_token_group_quant
| output |    _tensor     |  strides   |  _tensor_1   | precision_1 | strides_1 | ulp_dtype |   _tensor_2    | precision_2 | strides_2  | distributions |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |          rmse          | small_value_err_ratio  |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998222166581602 |          32.0          |                   | 0.9497884928385417 |   0.9497884928385417   |            | 3.1266276041666666e-05 |   2.039348191395441    | 0.00020920502092050208 |      0.99993896       |      0.004423956      |      1.0      |  0.049838282   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999994146440608  |  8.53685833135387e-09  |                   |                    |                        |            |  0.14457083333333334   | 3.925395999430803e-09  |   0.3597938273199635   | 0.007712253084340155  | 0.0026125860162084695 |   2.6636353   |   0.5089755    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998221679379309 |          32.0          |                   | 0.9498366861979166 |   0.9498366861979166   |            |     1.89453125e-05     |   2.0395380178460094   | 0.0006374840628984276  |      0.99993896       |      0.004420394      |      1.0      |   0.04979178   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941567337506 | 9.189250249619363e-09  |                   |                    |                        |            |       0.1426375        | 3.753945345379434e-09  |  0.35755507498197847   |  0.00754214240967983  | 0.002984901193361297  |   2.6636353   |   0.5075902    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998217310639755 |          32.0          |                   | 0.9497631184895833 |   0.9497631184895833   |            |     2.20703125e-05     |   2.0428657013323845   | 0.0006238303181534623  |      0.99993896       |     0.0044270777      |      1.0      |   0.04986507   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941560901022 | 8.088932190730702e-09  |                   |                    |                        |            |         0.1459         | 2.785650797571927e-09  |   0.3588583833695149   | 0.005226032212900462  | 0.002046200621826246  |   2.6636353   |   0.5083838    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998214175857926 |          32.0          |                   | 0.949722900390625  |   0.949722900390625    |            | 4.051106770833333e-05  |   2.045573348176585    | 0.00042936882782310007 |      0.99993896       |      0.004429298      |      1.0      |  0.049904972   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941372789676 | 7.851213013054803e-09  |                   |                    |                        |            |       0.1426375        | 3.286206520356428e-09  |  0.35819095100492304   | 0.0061407094702516495 | 0.0024619366851320163 |   2.6636353   |   0.5089378    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998215712213935 |          32.0          |                   |   0.949760546875   |     0.949760546875     |            | 2.2819010416666668e-05 |   2.044645757396476    | 0.0004225649693640397  |      0.99993896       |     0.0044256733      |      1.0      |   0.04986597   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 2048]  | [2048, 1]  | [30000, 16]  |    Float    |  [16, 1]  |   bf16    | [30000, 4096]  |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941255896947 | 9.189250249619363e-09  |                   |                    |                        |            |  0.14412916666666667   | 3.879908344550966e-09  |   0.358187966024363    | 0.006955160211422089  | 0.0030285971419121488 |   2.6636353   |   0.5091109    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998222711112726 |          32.0          |                   | 0.9497958439576573 |   0.9497958439576573   |            | 5.349890376294236e-05  |   2.041030008062819    | 0.0010224948875255625  |      0.99993896       |     0.0044226255      |      1.0      |   0.04982659   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941076510928 | 7.160565473895986e-09  |                   |                    |                        |            |  0.14504133827847318   | 3.239061038734988e-09  |  0.35983425254271667   | 0.006209894753564529  | 0.002427822003495567  |   2.6636353   |   0.50968146   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998214432305227 |          32.0          |                   | 0.9497461178961907 |   0.9497461178961907   |            | 8.383255582599289e-05  |   2.044990534672707    |  0.000499001996007984  |      0.99993896       |      0.004428401      |      1.0      |  0.049883164   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941333497792 | 7.855703643144807e-09  |                   |                    |                        |            |  0.14593957657239995   | 3.2863256210760136e-09 |  0.35773963605455317   | 0.004219917561030663  | 0.0026807047908993815 |   2.6636353   |   0.50819075   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998218972607199 |          32.0          |                   | 0.9497401190769394 |   0.9497401190769394   |            | 3.886027565291299e-06  |   2.042353813590357    | 0.0004918839153959665  |      0.99993896       |     0.0044285166      |      1.0      |  0.049885824   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941321321485 | 7.470873697457137e-09  |                   |                    |                        |            |  0.14649976819656932   | 2.7278891243813213e-09 |   0.3596486144514309   | 0.005403297276393317  | 0.002027944079931222  |   2.6636353   |   0.50979483   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 |  0.99982297013091  |          32.0          |                   | 0.9498306295636301 |   0.9498306295636301   |            | 2.4674388618451555e-05 |   2.0360970139600485   |          0.0           |      0.99993896       |      0.004419261      |      1.0      |   0.04979867   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941260968663 | 7.368669230345404e-09  |                   |                    |                        |            |  0.14599752743007263   | 2.930313402451782e-09  |  0.35955647634363425   | 0.0036086667549008688 | 0.0024168691009763123 |   2.6636353   |   0.5092717    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998215982684852 |          32.0          |                   | 0.9496951467967664 |   0.9496951467967664   |            | 4.297267375598826e-05  |   2.044541302637387    | 0.0009789525208027412  |      0.99993896       |     0.0044312263      |      1.0      |  0.049933475   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941626811152 | 8.088932190730702e-09  |                   |                    |                        |            |   0.1466639622933086   | 2.161817530709846e-09  |  0.35949618954709217   | 0.0034882647840347907 | 0.0015853900988811501 |   2.6636353   |   0.50891125   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998209462537068 |          32.0          |                   | 0.949655645137923  |   0.949655645137923    |            | 1.3129491191469633e-05 |   2.048519406699137    |          0.0           |      0.99993896       |      0.004435704      |      1.0      |  0.049969673   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [1438, 18432]  | [18432, 1] | [1438, 144]  |    Float    | [144, 1]  |   bf16    | [1438, 36864]  |  bfloat16   | [36864, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941211001055 | 7.969106263772119e-09  |                   |                    |                        |            |  0.14239491577808686   | 3.308696951810193e-09  |   0.3584750755797668   | 0.004896189390767959  | 0.0023532622750594466 |   2.6636353   |    0.509012    |         0.0          | Max abs error is less than 0.001, consider as pass |
