Test Case: H20SXM_vllm.ops.NATIVE_C-paged_attention_v1
| B | H  |  S  |  D  | BS | MS  | BT | output  | out__tensor  | out_precision | query__tensor | query_precision |  key_cache__tensor   | key_cache_precision | value_cache__tensor | value_cache_precision | num_kv_heads | scale | block_tables__tensor | block_tables_precision | block_tables_high | block_tables_low | seq_lens__tensor | seq_lens_precision | seq_lens_high | seq_lens_low | block_size | max_seq_len | alibi_slopes | kv_cache_dtype | k_scale | v_scale | tp_rank | blocksparse_local_blocks | blocksparse_vert_stride | blocksparse_block_size | blocksparse_head_sliding_step | k_zero | v_zero | out_scales | dtype | status  | b_device | b_dtype |  rtol  | atol  |     cosine_sim     |  max_abs_err   | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate | eb  |          rmse          | small_value_err_ratio | max_rel_error | mean_rel_error | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| 4 | 4  | 64  | 64  | 16 | 128 | 8  | ['out'] |  [4, 4, 64]  |     fp16      |  [4, 4, 64]   |      fp16       |  [8, 4, 1, 16, 64]   |        fp16         |   [8, 4, 64, 16]    |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999791859356 |  0.000320673   |                   |                    |                        |            | 0.0 | 5.9679270289826385e-05 |          0.0          | 0.00048167226 | 0.00017600815  |  0.49987793   |   0.2479881    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 64  | 16 | 128 | 8  | ['out'] |  [4, 4, 64]  |     fp16      |  [4, 4, 64]   |      fp16       |  [8, 4, 1, 16, 64]   |        fp16         |   [8, 4, 64, 16]    |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999787253446 | 0.00048053265  |                   |                    |                        |            | 0.0 | 6.897724249548313e-05  |           0           | 0.00047733402 |  0.0001782725  |  0.49951172   |   0.25045085   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 64  | 16 | 128 | 8  | ['out'] |  [4, 4, 64]  |     fp16      |  [4, 4, 64]   |      fp16       |  [8, 4, 1, 16, 64]   |        fp16         |   [8, 4, 64, 16]    |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999811230058 | 0.00052952766  |                   |                    |                        |            | 0.0 | 9.493086636590732e-05  |          0.0          | 0.0004714131  | 0.00017609747  |  0.49975586   |   0.25046062   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 4  | 64  | 64  | 16 | 128 | 8  | ['out'] |  [4, 4, 64]  |     fp16      |  [4, 4, 64]   |      fp16       |  [8, 4, 1, 16, 64]   |        fp16         |   [8, 4, 64, 16]    |         fp16          |      4       | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999790733947 | 0.00042319298  |                   |                    |                        |            | 0.0 | 6.754968197238876e-05  |          0.0          | 0.00048149895 | 0.00017921932  |  0.49975586   |   0.25661767   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999791212396 | 0.00048065186  |                   |                    |                        |            | 0.0 | 0.00010417460580159386 |          0.0          | 0.0004625391  | 0.00017409539  |  0.49975586   |   0.2500621    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999781822067 | 0.00048744678  |                   |                    |                        |            | 0.0 | 0.00012223238919022568 |          0.0          | 0.00046687518 | 0.00017622882  |      0.5      |   0.25333154   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999979852294  | 0.00041127205  |                   |                    |                        |            | 0.0 | 6.060389365987472e-05  |          0.0          | 0.00047995304 | 0.00017105721  |  0.49938965   |   0.2408601    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.999999978171391  | 0.00024038553  |                   |                    |                        |            | 0.0 | 5.106056633197799e-05  |          0.0          | 0.00048030162 |  0.0001779459  |  0.49987793   |   0.24988449   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999807254845 |  0.0004838705  |                   |                    |                        |            | 0.0 | 0.0001250606123113037  |           0           | 0.00047030405 | 0.00017113454  |  0.49816895   |   0.2423352    |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999784882084 | 0.00042796135  |                   |                    |                        |            | 0.0 | 7.399637196623337e-05  |          0.0          | 0.00045589777 | 0.00017553946  |      0.5      |   0.24788749   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999795978924 | 0.00039374828  |                   |                    |                        |            | 0.0 | 6.623516242138414e-05  |          0.0          | 0.00046153556 | 0.00017344457  |  0.49865723   |   0.24454987   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999781067656 | 0.00037908554  |                   |                    |                        |            | 0.0 |  6.8421531946078e-05   |          0.0          | 0.00048377216 |  0.0001718862  |  0.49975586   |   0.24159765   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999792864654 | 0.00038957596  |                   |                    |                        |            | 0.0 | 7.182597834609471e-05  |          0.0          | 0.0004748302  |  0.0001748921  |  0.49951172   |   0.24856663   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 1 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [1, 16, 64]  |     fp16      |  [1, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [1, 8]        |         int32          |         8         |        0         |       [1]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999761933509 |  0.0004197359  |                   |                    |                        |            | 0.0 | 5.913791100230121e-05  |          0.0          | 0.00046584828 | 0.00018102287  |  0.49926758   |   0.25642037   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999791343949 |  0.0003336668  |                   |                    |                        |            | 0.0 | 5.4880901007374514e-05 |          0.0          | 0.00048542267 | 0.00017359041  |      0.5      |   0.24635646   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999782496672 | 0.00048029423  |                   |                    |                        |            | 0.0 | 8.326777042652901e-05  |          0.0          | 0.00048423183 | 0.00017608349  |  0.49987793   |   0.24947372   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999775499012 | 0.00048553944  |                   |                    |                        |            | 0.0 | 7.357013496405254e-05  |          0.0          | 0.00048022764 | 0.00017746267  |  0.49987793   |   0.25043896   |         0.0          | Max abs error is less than 0.001, consider as pass |
| 4 | 16 | 64  | 64  | 16 | 128 | 8  | ['out'] | [4, 16, 64]  |     fp16      |  [4, 16, 64]  |      fp16       |  [8, 16, 1, 16, 64]  |        fp16         |   [8, 16, 64, 16]   |         fp16          |      16      | 0.125 |        [4, 8]        |         int32          |         8         |        0         |       [4]        |       int32        |      65       |      1       |     16     |     128     |     None     |      auto      |   1.0   |   1.0   |    0    |            0             |            0            |           0            |               0               |  0.0   |  0.0   |    None    | bf16  | Warning |   cpu    |  fp32   | 0.0005 | 1e-05 | 0.9999999790696134 | 0.00048017502  |                   |                    |                        |            | 0.0 | 7.162713205009935e-05  |          0.0          | 0.0004835433  | 0.00017673062  |      0.5      |   0.25058466   |         0.0          | Max abs error is less than 0.001, consider as pass |
