Test Case: H20SXM_vllm.ops.NATIVE_C-dynamic_per_token_group_fp8_quant
| output |    _tensor     |  strides   |  _tensor_1   | precision_1 | strides_1 | ulp_dtype |   _tensor_2    | precision_2 | strides_2  | distributions |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |         rmse          | small_value_err_ratio |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988856694304 | 2.0435982150956988e-07 |                   |                    |                        |            |        0.115075        | 7.722718870016759e-08 |           0           | 0.0033332312689870257 | 0.0012450778066543445 |  0.42858887   |   0.24526349   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658610955371 |          32.0          |                   | 0.9653986979166667 |   0.9653986979166667   |            |       1.5625e-06       |  2.6449009303730056   |          0.0          |      0.33332655       |      0.00306985       |      1.0      |  0.034374803   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999998885820857  | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11219166666666666   | 7.726961180822954e-08 |           0           | 0.0033332312689870257 | 0.0012459945145665153 |  0.42858887   |   0.24571231   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998662626209184 |          32.0          |                   |  0.9654533203125   |    0.9654533203125     |            | 4.3619791666666665e-06 |   2.641964890847435   |          0.0          |      0.33332655       |     0.0030612275      |      1.0      |  0.034311555   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 |  0.99999888286158  | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11061666666666667   | 7.735439335247434e-08 |           0           | 0.0033332312689870257 |  0.00124656183847662  |  0.42858887   |   0.24567305   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998660896882576 |          32.0          |                   | 0.9654034505208333 |   0.9654034505208333   |            |     1.85546875e-05     |  2.6424311359044794   |          0.0          |      0.33332655       |     0.0030666178      |      1.0      |   0.0343569    |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988800135686 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11006666666666666   | 7.748214205634589e-08 |           0           | 0.0033332312689870257 | 0.0012477558363305748 |  0.42858887   |   0.2455956    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658768778599 |          32.0          |                   |  0.9653923828125   |    0.9653923828125     |            |     1.03515625e-05     |  2.6441840532615517   |          0.0          |      0.99993896       |     0.0030700797      |      1.0      |   0.03437617   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988893144502 | 2.0435982150956988e-07 |                   |                    |                        |            |         0.1127         | 7.718168312756348e-08 |           0           | 0.0033332312689870257 | 0.0012425899789560249 |  0.42858887   |   0.24507543   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998662775643269 |          32.0          |                   | 0.9654363932291666 |   0.9654363932291666   |            | 1.1393229166666667e-05 |  2.6389871029134584   |          0.0          |      0.99993896       |     0.0030649346      |      1.0      |  0.034329753   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988840439937 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11433333333333333   | 7.738614317981622e-08 |           0           | 0.0033332312689870257 | 0.0012447497241021134 |  0.42858887   |   0.24516946   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998660870112843 |          32.0          |                   |  0.9654775390625   |    0.9654775390625     |            |     2.40234375e-05     |   2.641800884332572   |          0.0          |      0.99993896       |     0.0030608657      |      1.0      |  0.034286395   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988775529335 | 2.0435982150956988e-07 |                   |                    |                        |            |        0.112325        | 7.762184818633487e-08 |           0           | 0.0033332312689870257 | 0.0012489691402505694 |  0.42858887   |   0.24585754   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998652372390598 |          32.0          |                   | 0.9653236979166666 |   0.9653236979166666   |            |     1.3671875e-05      |  2.6495166400976102   |          0.0          |      0.99993896       |     0.0030731945      |      1.0      |   0.03444079   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988794003464 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.10926666666666666   | 7.755363104692079e-08 |           0           | 0.0033332312689870257 | 0.0012485394032320846 |  0.42858887   |   0.2458349    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658402267193 |          32.0          |                   |   0.965444140625   |     0.965444140625     |            | 2.3307291666666668e-05 |  2.6441785524854864   |          0.0          |      0.49998474       |     0.0030629118      |      1.0      |   0.03431686   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988782655909 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11230833333333333   | 7.758552815986312e-08 |           0           | 0.0033332312689870257 | 0.0012501254336157626 |  0.42858887   |   0.2461766    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999865530321011  |          32.0          |                   |  0.9653466796875   |    0.9653466796875     |            |     3.14453125e-05     |  2.6476582189359332   |          0.0          |      0.33332655       |     0.0030703868      |      1.0      |  0.034421127   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [30000, 512]  |  [512, 1]  |  [30000, 4]  |    Float    |  [4, 1]   |   bf16    |  [30000, 512]  |  bfloat16   |  [512, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988823287009 | 2.0435982150956988e-07 |                   |                    |                        |            |         0.1138         | 7.742330905473849e-08 |           0           | 0.0033332312689870257 | 0.0012468691476422826 |  0.42858887   |   0.24545637   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658747400814 |          32.0          |                   | 0.9654032796223958 |   0.9654032796223958   |            |    3.7841796875e-06    |   2.644374646737905   |          0.0          |      0.99993896       |     0.0030669782      |      1.0      |  0.034363493   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988847007608 | 2.0436709746718407e-07 |                   |                    |                        |            |     0.11201484375      | 7.733007847181482e-08 |           0           | 0.0033332312689870257 | 0.0012455698869515191 |  0.42858887   |   0.2453767    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.999865989978641  |          32.0          |                   | 0.9654209289550781 |   0.9654209289550781   |            | 1.9429524739583332e-06 |  2.6430171609106026   |          0.0          |      0.99993896       |      0.003065225      |      1.0      |   0.03434667   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988841859473 | 2.0435982150956988e-07 |                   |                    |                        |            |  0.11200520833333333   | 7.735309840714894e-08 |           0           | 0.0033332312689870257 | 0.0012455581129960226 |  0.42858887   |   0.24536592   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658857630183 |          32.0          |                   | 0.9654017842610677 |   0.9654017842610677   |            | 5.7515462239583335e-06 |   2.643938294896287   |          0.0          |      0.99993896       |     0.0030669544      |      1.0      |   0.03436589   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988832664244 | 2.0435982150956988e-07 |                   |                    |                        |            |     0.11194453125      | 7.738590005237175e-08 |           0           | 0.0033332312689870257 | 0.0012461750292112365 |  0.42858887   |   0.24548839   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998659364210112 |          32.0          |                   | 0.9654197875976562 |   0.9654197875976562   |            |     2.63671875e-06     |  2.6437820195073445   |          0.0          |      0.99993896       |     0.0030649544      |      1.0      |  0.034346335   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988835395678 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11190338541666667   | 7.737580391038562e-08 |           0           | 0.0033332312689870257 | 0.0012456310607641674 |  0.42858887   |   0.24537171   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658698810434 |          32.0          |                   | 0.9654009318033854 |   0.9654009318033854   |            |   1.329345703125e-05   |   2.644482903757089   |          0.0          |      0.99993896       |     0.0030669523      |      1.0      |   0.03436613   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988846725972 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11194348958333333   | 7.733650182623654e-08 |           0           | 0.0033332312689870257 | 0.001245278389320863  |  0.42858887   |   0.24529374   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658779911123 |          32.0          |                   | 0.9653934224446614 |   0.9653934224446614   |            |   9.613037109375e-06   |  2.6442562127740743   |          0.0          |      0.99993896       |      0.003067611      |      1.0      |  0.034373563   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999988845216914 | 2.0436709746718407e-07 |                   |                    |                        |            |  0.11120598958333333   | 7.733732845112124e-08 |           0           | 0.0033332312689870257 | 0.0012453553223472494 |  0.42858887   |   0.24530758   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] | [30000, 16384] | [16384, 1] | [30000, 128] |    Float    | [128, 1]  |   bf16    | [30000, 16384] |  bfloat16   | [16384, 1] | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998658984735022 |          32.0          |                   | 0.9653967895507812 |   0.9653967895507812   |            | 7.283528645833334e-07  |   2.644199924809372   |          0.0          |      0.99993896       |      0.003067061      |      1.0      |   0.03436958   |         0.0          |     ulp error is less than 1, consider as pass     |
