Test Case: H100PCIE_apex_fused_rotary_positional_embedding.forward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 1, 4, 16]]   | bf16  |       4.3        |       4.32        |       4.34       |        2.33        | 2.10e+06 | 2.62e+05 |      0.96%       |     6.1%      |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 1, 4, 16]]   | bf16  |       5.64       |       5.65        |       5.66       |        2.66        | 4.19e+06 | 5.24e+05 |      1.46%       |     9.3%      |
|  4  | 16  |  [8192, 1, 1, 16]  | True  |   [[8192, 1, 4, 16]]   | bf16  |       8.38       |       8.41        |       8.43       |        3.31        | 8.39e+06 | 1.05e+06 |      1.96%       |    12.51%     |
|  4  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 4, 16]]   | bf16  |      13.86       |       13.89       |      13.92       |        4.62        | 1.68e+07 | 2.10e+06 |      2.37%       |    15.13%     |
|  4  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 4, 16]]   | bf16  |       24.8       |       24.83       |      24.86       |        7.24        | 3.36e+07 | 4.19e+06 |      2.65%       |    16.91%     |
|  4  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 4, 16]]   | bf16  |      46.99       |       47.05       |      47.11       |       12.49        | 6.71e+07 | 8.39e+06 |       2.8%       |    17.85%     |
|  8  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 8, 16]]     | bf16  |       4.01       |       4.09        |       4.2        |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  8  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 8, 16]]     | bf16  |       3.07       |       3.15        |       3.25       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.02%     |
|  8  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 8, 16]]     | bf16  |       3.09       |       3.12        |       3.14       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
|  8  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 8, 16]]    | bf16  |       3.26       |       3.28        |       3.3        |        2.08        | 5.24e+05 | 6.55e+04 |      0.32%       |     2.01%     |
|  8  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 8, 16]]    | bf16  |       3.45       |       3.47        |       3.49       |        2.16        | 1.05e+06 | 1.31e+05 |       0.6%       |     3.8%      |
|  8  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 1, 8, 16]]   | bf16  |       3.84       |       3.86        |       3.88       |        2.33        | 2.10e+06 | 2.62e+05 |      1.07%       |     6.83%     |
|  8  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 1, 8, 16]]   | bf16  |       4.72       |       4.75        |       4.77       |        2.66        | 4.19e+06 | 5.24e+05 |      1.74%       |    11.11%     |
|  8  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 1, 8, 16]]   | bf16  |       6.48       |       6.51        |       6.53       |        3.31        | 8.39e+06 | 1.05e+06 |      2.54%       |    16.18%     |
|  8  | 16  |  [8192, 1, 1, 16]  | True  |   [[8192, 1, 8, 16]]   | bf16  |      10.06       |       10.08       |      10.09       |        4.62        | 1.68e+07 | 2.10e+06 |      3.27%       |    20.85%     |
|  8  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 8, 16]]   | bf16  |      17.14       |       17.16       |      17.18       |        7.24        | 3.36e+07 | 4.19e+06 |      3.84%       |    24.47%     |
|  8  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 8, 16]]   | bf16  |       31.5       |       31.53       |      31.56       |       12.49        | 6.71e+07 | 8.39e+06 |      4.18%       |    26.63%     |
|  8  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 8, 16]]   | bf16  |      70.69       |       70.76       |      70.84       |       22.97        | 1.34e+08 | 1.68e+07 |      3.72%       |    23.73%     |
| 16  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 16, 16]]    | bf16  |       3.06       |        3.1        |       3.14       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.02%     |
| 16  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 16, 16]]    | bf16  |       3.1        |       3.14        |       3.19       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
| 16  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 16, 16]]    | bf16  |       3.11       |       3.14        |       3.17       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.07%     |
| 16  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 16, 16]]   | bf16  |       3.34       |       3.36        |       3.38       |        2.16        | 1.05e+06 | 1.31e+05 |      0.62%       |     3.92%     |
| 16  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 16, 16]]   | bf16  |       3.69       |        3.7        |       3.72       |        2.33        | 2.10e+06 | 2.62e+05 |      1.11%       |     7.1%      |
| 16  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 16, 16]]   | bf16  |       4.79       |       4.81        |       4.83       |        2.66        | 4.19e+06 | 5.24e+05 |      1.72%       |    10.95%     |
| 16  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 16, 16]]   | bf16  |       6.54       |       6.57        |       6.6        |        3.31        | 8.39e+06 | 1.05e+06 |      2.52%       |    16.03%     |
| 16  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 16, 16]]   | bf16  |       10.1       |       10.13       |      10.16       |        4.62        | 1.68e+07 | 2.10e+06 |      3.26%       |    20.76%     |
| 16  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 16, 16]]   | bf16  |      17.14       |       17.22       |      17.31       |        7.24        | 3.36e+07 | 4.19e+06 |      3.84%       |    24.47%     |
| 16  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 16, 16]]  | bf16  |      31.64       |       31.91       |       32.1       |       12.49        | 6.71e+07 | 8.39e+06 |      4.16%       |    26.51%     |
| 16  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 16, 16]]  | bf16  |      70.36       |       70.4        |      70.44       |       22.97        | 1.34e+08 | 1.68e+07 |      3.74%       |    23.84%     |
| 16  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 16, 16]]  | bf16  |      162.29      |      162.33       |      162.37      |       43.94        | 2.68e+08 | 3.36e+07 |      3.24%       |    20.68%     |
| 32  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 32, 16]]    | bf16  |       3.55       |       3.56        |       3.56       |        2.0         | 8.19e+03 | 1.02e+03 |       0.0%       |     0.03%     |
| 32  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 32, 16]]    | bf16  |       3.56       |       3.59        |       3.61       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.06%     |
| 32  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 32, 16]]    | bf16  |       4.15       |       4.18        |       4.21       |        2.01        | 3.28e+04 | 4.10e+03 |      0.02%       |     0.1%      |
| 32  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 32, 16]]   | bf16  |       3.88       |        3.9        |       3.92       |        2.33        | 2.10e+06 | 2.62e+05 |      1.06%       |     6.76%     |
| 32  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 32, 16]]   | bf16  |       4.26       |       4.29        |       4.31       |        2.66        | 4.19e+06 | 5.24e+05 |      1.93%       |    12.31%     |
| 32  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 32, 16]]   | bf16  |       5.96       |       5.98        |       6.0        |        3.31        | 8.39e+06 | 1.05e+06 |      2.76%       |    17.59%     |
| 32  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 32, 16]]   | bf16  |       8.48       |       8.54        |       8.62       |        4.62        | 1.68e+07 | 2.10e+06 |      3.88%       |    24.73%     |
| 32  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 32, 16]]   | bf16  |      13.56       |       13.6        |      13.65       |        7.24        | 3.36e+07 | 4.19e+06 |      4.85%       |    30.93%     |
| 32  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 32, 16]]   | bf16  |      23.85       |       23.9        |      23.95       |       12.49        | 6.71e+07 | 8.39e+06 |      5.52%       |    35.17%     |
| 32  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 32, 16]]  | bf16  |       53.9       |       53.97       |      54.04       |       22.97        | 1.34e+08 | 1.68e+07 |      4.88%       |    31.13%     |
| 32  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 32, 16]]  | bf16  |      124.39      |      124.48       |      124.55      |       43.94        | 2.68e+08 | 3.36e+07 |      4.23%       |    26.98%     |
| 32  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 32, 16]]  | bf16  |      244.21      |      244.29       |      244.37      |       85.89        | 5.37e+08 | 6.71e+07 |      4.31%       |    27.48%     |
| 64  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 64, 16]]    | bf16  |       4.44       |       4.47        |       4.49       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.05%     |
| 64  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 64, 16]]    | bf16  |       4.64       |       4.64        |       4.65       |        2.01        | 3.28e+04 | 4.10e+03 |      0.01%       |     0.09%     |
| 64  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 64, 16]]    | bf16  |       4.57       |       4.59        |       4.61       |        2.01        | 6.55e+04 | 8.19e+03 |      0.03%       |     0.18%     |
| 64  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 64, 16]]   | bf16  |       4.89       |       4.91        |       4.94       |        2.66        | 4.19e+06 | 5.24e+05 |      1.68%       |    10.72%     |
| 64  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 64, 16]]   | bf16  |       5.44       |       5.47        |       5.49       |        3.31        | 8.39e+06 | 1.05e+06 |      3.02%       |    19.28%     |
| 64  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 64, 16]]   | bf16  |       8.16       |        8.2        |       8.24       |        4.62        | 1.68e+07 | 2.10e+06 |      4.03%       |     25.7%     |
| 64  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 64, 16]]   | bf16  |      12.02       |       12.04       |      12.07       |        7.24        | 3.36e+07 | 4.19e+06 |      5.47%       |    34.89%     |
| 64  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 64, 16]]   | bf16  |      20.59       |       20.63       |      20.66       |       12.49        | 6.71e+07 | 8.39e+06 |      6.39%       |    40.74%     |
| 64  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 64, 16]]   | bf16  |      43.83       |       43.9        |      43.97       |       22.97        | 1.34e+08 | 1.68e+07 |       6.0%       |    38.28%     |
| 64  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 64, 16]]  | bf16  |      106.46      |      106.51       |      106.55      |       43.94        | 2.68e+08 | 3.36e+07 |      4.94%       |    31.52%     |
| 64  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 64, 16]]  | bf16  |      207.2       |      207.26       |      207.31      |       85.89        | 5.37e+08 | 6.71e+07 |      5.08%       |    32.39%     |
| 64  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 64, 16]]  | bf16  |      408.56      |      408.67       |      408.77      |       169.77       | 1.07e+09 | 1.34e+08 |      5.15%       |    32.85%     |
| 128 | 16  |   [1, 1, 1, 16]    | True  |   [[1, 1, 128, 16]]    | bf16  |       6.31       |       6.34        |       6.39       |        2.01        | 3.28e+04 | 4.10e+03 |      0.01%       |     0.06%     |
| 128 | 16  |   [2, 1, 1, 16]    | True  |   [[2, 1, 128, 16]]    | bf16  |       6.38       |        6.4        |       6.42       |        2.01        | 6.55e+04 | 8.19e+03 |      0.02%       |     0.13%     |
| 128 | 16  |   [4, 1, 1, 16]    | True  |   [[4, 1, 128, 16]]    | bf16  |       7.03       |       7.14        |       7.3        |        2.02        | 1.31e+05 | 1.64e+04 |      0.04%       |     0.23%     |
| 128 | 16  |  [256, 1, 1, 16]   | True  |  [[256, 1, 128, 16]]   | bf16  |       6.92       |       6.94        |       6.96       |        3.31        | 8.39e+06 | 1.05e+06 |      2.38%       |    15.15%     |
| 128 | 16  |  [512, 1, 1, 16]   | True  |  [[512, 1, 128, 16]]   | bf16  |       7.76       |       7.78        |       7.81       |        4.62        | 1.68e+07 | 2.10e+06 |      4.24%       |    27.03%     |
| 128 | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 128, 16]]  | bf16  |       12.4       |       12.42       |      12.44       |        7.24        | 3.36e+07 | 4.19e+06 |      5.31%       |    33.83%     |
| 128 | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 128, 16]]  | bf16  |      19.69       |       19.73       |      19.78       |       12.49        | 6.71e+07 | 8.39e+06 |      6.68%       |     42.6%     |
| 128 | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 128, 16]]  | bf16  |      42.39       |       42.48       |      42.55       |       22.97        | 1.34e+08 | 1.68e+07 |      6.21%       |    39.58%     |
| 128 | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 128, 16]]  | bf16  |       99.0       |       99.06       |      99.13       |       43.94        | 2.68e+08 | 3.36e+07 |      5.32%       |    33.89%     |
| 128 | 16  | [16384, 1, 1, 16]  | True  | [[16384, 1, 128, 16]]  | bf16  |      190.12      |      190.21       |      190.3       |       85.89        | 5.37e+08 | 6.71e+07 |      5.54%       |     35.3%     |
| 128 | 16  | [32768, 1, 1, 16]  | True  | [[32768, 1, 128, 16]]  | bf16  |      372.27      |      372.33       |      372.38      |       169.77       | 1.07e+09 | 1.34e+08 |      5.66%       |    36.05%     |
| 128 | 16  | [65536, 1, 1, 16]  | True  | [[65536, 1, 128, 16]]  | bf16  |      736.36      |      736.45       |      736.53      |       337.54       | 2.15e+09 | 2.68e+08 |      5.72%       |    36.45%     |
|  2  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 2, 32]]     | bf16  |       2.79       |       2.82        |       2.85       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  2  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 2, 32]]     | bf16  |       2.84       |       2.86        |       2.88       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  2  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 2, 32]]     | bf16  |       2.83       |       2.86        |       2.88       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.02%     |
|  2  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 2, 32]]    | bf16  |       2.97       |       2.99        |       3.0        |        2.04        | 2.62e+05 | 3.28e+04 |      0.17%       |     1.1%      |
|  2  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 2, 32]]    | bf16  |       3.18       |        3.2        |       3.23       |        2.08        | 5.24e+05 | 6.55e+04 |      0.32%       |     2.06%     |
|  2  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 2, 32]]   | bf16  |       3.54       |       3.56        |       3.57       |        2.16        | 1.05e+06 | 1.31e+05 |      0.58%       |     3.7%      |
|  2  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 2, 32]]   | bf16  |       4.28       |       4.29        |       4.31       |        2.33        | 2.10e+06 | 2.62e+05 |      0.96%       |     6.12%     |
|  2  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 2, 32]]   | bf16  |       5.59       |       5.62        |       5.65       |        2.66        | 4.19e+06 | 5.24e+05 |      1.47%       |     9.38%     |
|  2  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 2, 32]]   | bf16  |       9.11       |        9.2        |       9.32       |        3.31        | 8.39e+06 | 1.05e+06 |      1.81%       |    11.51%     |
|  2  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 2, 32]]   | bf16  |      13.47       |       13.49       |      13.52       |        4.62        | 1.68e+07 | 2.10e+06 |      2.44%       |    15.57%     |
|  2  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 2, 32]]   | bf16  |      24.01       |       24.04       |      24.06       |        7.24        | 3.36e+07 | 4.19e+06 |      2.74%       |    17.47%     |
|  2  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 2, 32]]   | bf16  |      45.28       |       45.31       |      45.35       |       12.49        | 6.71e+07 | 8.39e+06 |      2.91%       |    18.53%     |
|  4  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 4, 32]]     | bf16  |       2.83       |       2.85        |       2.86       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 4, 32]]     | bf16  |       2.81       |       2.83        |       2.84       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.02%     |
|  4  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 4, 32]]     | bf16  |       2.85       |       2.87        |       2.9        |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.04%     |
|  4  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 4, 32]]    | bf16  |       2.99       |       3.01        |       3.03       |        2.08        | 5.24e+05 | 6.55e+04 |      0.34%       |     2.19%     |
|  4  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 4, 32]]    | bf16  |       3.21       |       3.23        |       3.25       |        2.16        | 1.05e+06 | 1.31e+05 |      0.64%       |     4.08%     |
|  4  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 4, 32]]   | bf16  |       3.6        |       3.63        |       3.66       |        2.33        | 2.10e+06 | 2.62e+05 |      1.14%       |     7.28%     |
|  4  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 4, 32]]   | bf16  |       5.21       |       5.25        |       5.29       |        2.66        | 4.19e+06 | 5.24e+05 |      1.58%       |    10.06%     |
|  4  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 4, 32]]   | bf16  |       5.63       |       5.66        |       5.68       |        3.31        | 8.39e+06 | 1.05e+06 |      2.92%       |    18.62%     |
|  4  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 4, 32]]   | bf16  |       8.39       |       8.43        |       8.46       |        4.62        | 1.68e+07 | 2.10e+06 |      3.92%       |     25.0%     |
|  4  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 4, 32]]   | bf16  |      13.84       |       13.88       |      13.92       |        7.24        | 3.36e+07 | 4.19e+06 |      4.75%       |    30.31%     |
|  4  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 4, 32]]   | bf16  |      25.12       |       25.17       |      25.24       |       12.49        | 6.71e+07 | 8.39e+06 |      5.24%       |    33.39%     |
|  4  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 4, 32]]   | bf16  |      58.08       |       58.15       |      58.22       |       22.97        | 1.34e+08 | 1.68e+07 |      4.53%       |    28.89%     |
|  8  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 8, 32]]     | bf16  |       3.05       |       3.06        |       3.08       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.02%     |
|  8  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 8, 32]]     | bf16  |       3.06       |        3.1        |       3.16       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
|  8  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 8, 32]]     | bf16  |       3.95       |       3.98        |       4.01       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.05%     |
|  8  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 8, 32]]    | bf16  |       3.23       |       3.25        |       3.26       |        2.16        | 1.05e+06 | 1.31e+05 |      0.64%       |     4.06%     |
|  8  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 8, 32]]    | bf16  |       3.44       |       3.46        |       3.48       |        2.33        | 2.10e+06 | 2.62e+05 |       1.2%       |     7.62%     |
|  8  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 8, 32]]   | bf16  |       3.84       |       3.87        |       3.9        |        2.66        | 4.19e+06 | 5.24e+05 |      2.14%       |    13.65%     |
|  8  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 8, 32]]   | bf16  |       4.76       |        4.8        |       4.86       |        3.31        | 8.39e+06 | 1.05e+06 |      3.46%       |    22.03%     |
|  8  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 8, 32]]   | bf16  |       6.51       |       6.54        |       6.56       |        4.62        | 1.68e+07 | 2.10e+06 |      5.05%       |    32.21%     |
|  8  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 8, 32]]   | bf16  |      10.11       |       10.13       |      10.15       |        7.24        | 3.36e+07 | 4.19e+06 |      6.51%       |    41.49%     |
|  8  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 8, 32]]   | bf16  |      17.36       |       17.39       |      17.41       |       12.49        | 6.71e+07 | 8.39e+06 |      7.58%       |    48.32%     |
|  8  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 8, 32]]   | bf16  |      39.71       |       40.16       |      40.63       |       22.97        | 1.34e+08 | 1.68e+07 |      6.63%       |    42.25%     |
|  8  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 8, 32]]   | bf16  |      83.05       |       83.1        |      83.13       |       43.94        | 2.68e+08 | 3.36e+07 |      6.34%       |     40.4%     |
| 16  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 16, 32]]    | bf16  |       3.09       |       3.11        |       3.14       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.03%     |
| 16  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 16, 32]]    | bf16  |       3.12       |       3.14        |       3.15       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.07%     |
| 16  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 16, 32]]    | bf16  |       3.11       |       3.13        |       3.15       |        2.01        | 3.28e+04 | 4.10e+03 |      0.02%       |     0.13%     |
| 16  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 16, 32]]   | bf16  |       3.33       |       3.35        |       3.37       |        2.33        | 2.10e+06 | 2.62e+05 |      1.23%       |     7.87%     |
| 16  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 16, 32]]   | bf16  |       3.68       |       3.69        |       3.7        |        2.66        | 4.19e+06 | 5.24e+05 |      2.23%       |    14.25%     |
| 16  | 32  |  [1024, 1, 1, 32]  | True  |  [[1024, 1, 16, 32]]   | bf16  |       4.79       |       4.81        |       4.83       |        3.31        | 8.39e+06 | 1.05e+06 |      3.43%       |    21.89%     |
| 16  | 32  |  [2048, 1, 1, 32]  | True  |  [[2048, 1, 16, 32]]   | bf16  |       6.56       |        6.6        |       6.63       |        4.62        | 1.68e+07 | 2.10e+06 |      5.01%       |    31.97%     |
| 16  | 32  |  [4096, 1, 1, 32]  | True  |  [[4096, 1, 16, 32]]   | bf16  |      10.16       |       10.19       |      10.22       |        7.24        | 3.36e+07 | 4.19e+06 |      6.48%       |    41.28%     |
