Test Case: H100PCIE_aten_copy_
|   M   |  N   |  B  |             input_shape              | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  32   | 512  | N/A |        [[32, 512], [32, 512]]        | bf16  |       2.48       |       2.49        |       2.5        |        2.04        | 1.64e+04 | 3.28e+04 |      0.01%       |     1.32%     |
|  64   | 512  | N/A |        [[64, 512], [64, 512]]        | bf16  |       2.5        |       2.52        |       2.54       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.62%     |
|  128  | 512  | N/A |       [[128, 512], [128, 512]]       | bf16  |       2.33       |       2.35        |       2.37       |        2.16        | 6.55e+04 | 1.31e+05 |      0.06%       |     5.63%     |
|  256  | 512  | N/A |       [[256, 512], [256, 512]]       | bf16  |       2.38       |       2.43        |       2.5        |        2.33        | 1.31e+05 | 2.62e+05 |      0.11%       |    11.01%     |
|  512  | 512  | N/A |       [[512, 512], [512, 512]]       | bf16  |       2.54       |       2.57        |       2.6        |        2.66        | 2.62e+05 | 5.24e+05 |       0.2%       |    20.64%     |
| 1024  | 512  | N/A |      [[1024, 512], [1024, 512]]      | bf16  |       2.71       |       2.73        |       2.76       |        3.31        | 5.24e+05 | 1.05e+06 |      0.38%       |    38.69%     |
| 2048  | 512  | N/A |      [[2048, 512], [2048, 512]]      | bf16  |       2.92       |       2.97        |       3.04       |        4.62        | 1.05e+06 | 2.10e+06 |       0.7%       |    71.82%     |
| 4096  | 512  | N/A |      [[4096, 512], [4096, 512]]      | bf16  |       3.95       |       3.98        |       4.02       |        7.24        | 2.10e+06 | 4.19e+06 |      1.04%       |    106.18%    |
| 8192  | 512  | N/A |      [[8192, 512], [8192, 512]]      | bf16  |       5.29       |       5.31        |       5.32       |       12.49        | 4.19e+06 | 8.39e+06 |      1.55%       |    158.57%    |
| 16384 | 512  | N/A |     [[16384, 512], [16384, 512]]     | bf16  |       9.39       |       9.55        |       9.72       |       22.97        | 8.39e+06 | 1.68e+07 |      1.75%       |    178.67%    |
| 32768 | 512  | N/A |     [[32768, 512], [32768, 512]]     | bf16  |      39.82       |       40.07       |      40.26       |       43.94        | 1.68e+07 | 3.36e+07 |      0.83%       |    84.27%     |
|  32   | 768  | N/A |        [[32, 768], [32, 768]]        | bf16  |       2.3        |       2.32        |       2.33       |        2.06        | 2.46e+04 | 4.92e+04 |      0.02%       |     2.14%     |
|  64   | 768  | N/A |        [[64, 768], [64, 768]]        | bf16  |       2.33       |       2.35        |       2.37       |        2.12        | 4.92e+04 | 9.83e+04 |      0.04%       |     4.22%     |
|  128  | 768  | N/A |       [[128, 768], [128, 768]]       | bf16  |       2.54       |       2.55        |       2.56       |        2.25        | 9.83e+04 | 1.97e+05 |      0.08%       |     7.74%     |
|  256  | 768  | N/A |       [[256, 768], [256, 768]]       | bf16  |       2.66       |       2.68        |       2.7        |        2.49        | 1.97e+05 | 3.93e+05 |      0.14%       |    14.78%     |
|  512  | 768  | N/A |       [[512, 768], [512, 768]]       | bf16  |       2.89       |       2.92        |       2.94       |        2.98        | 3.93e+05 | 7.86e+05 |      0.27%       |    27.21%     |
| 1024  | 768  | N/A |      [[1024, 768], [1024, 768]]      | bf16  |       2.54       |       2.73        |       2.92       |        3.97        | 7.86e+05 | 1.57e+06 |      0.61%       |    61.92%     |
| 2048  | 768  | N/A |      [[2048, 768], [2048, 768]]      | bf16  |       3.3        |       3.34        |       3.38       |        5.93        | 1.57e+06 | 3.15e+06 |      0.93%       |    95.33%     |
| 4096  | 768  | N/A |      [[4096, 768], [4096, 768]]      | bf16  |       4.37       |        4.4        |       4.43       |        9.86        | 3.15e+06 | 6.29e+06 |      1.41%       |    143.97%    |
| 8192  | 768  | N/A |      [[8192, 768], [8192, 768]]      | bf16  |       6.39       |       6.43        |       6.46       |       17.73        | 6.29e+06 | 1.26e+07 |      1.93%       |    196.92%    |
| 16384 | 768  | N/A |     [[16384, 768], [16384, 768]]     | bf16  |      24.32       |       24.43       |      24.53       |       33.46        | 1.26e+07 | 2.52e+07 |      1.01%       |    103.48%    |
| 32768 | 768  | N/A |     [[32768, 768], [32768, 768]]     | bf16  |      59.09       |       59.18       |      59.25       |       64.91        | 2.52e+07 | 5.03e+07 |      0.84%       |    85.18%     |
|  32   | 2048 | N/A |       [[32, 2048], [32, 2048]]       | bf16  |       2.34       |       2.36        |       2.38       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.6%      |
|  64   | 2048 | N/A |       [[64, 2048], [64, 2048]]       | bf16  |       2.39       |       2.41        |       2.43       |        2.33        | 1.31e+05 | 2.62e+05 |      0.11%       |    10.97%     |
|  128  | 2048 | N/A |      [[128, 2048], [128, 2048]]      | bf16  |       2.56       |       2.61        |       2.67       |        2.66        | 2.62e+05 | 5.24e+05 |       0.2%       |    20.48%     |
|  256  | 2048 | N/A |      [[256, 2048], [256, 2048]]      | bf16  |       2.74       |       2.74        |       2.75       |        3.31        | 5.24e+05 | 1.05e+06 |      0.38%       |    38.27%     |
|  512  | 2048 | N/A |      [[512, 2048], [512, 2048]]      | bf16  |       2.92       |       2.95        |       2.98       |        4.62        | 1.05e+06 | 2.10e+06 |       0.7%       |    71.82%     |
| 1024  | 2048 | N/A |     [[1024, 2048], [1024, 2048]]     | bf16  |       3.94       |       3.98        |       4.01       |        7.24        | 2.10e+06 | 4.19e+06 |      1.04%       |    106.45%    |
| 2048  | 2048 | N/A |     [[2048, 2048], [2048, 2048]]     | bf16  |       5.29       |       5.31        |       5.32       |       12.49        | 4.19e+06 | 8.39e+06 |      1.55%       |    158.57%    |
| 4096  | 2048 | N/A |     [[4096, 2048], [4096, 2048]]     | bf16  |       9.48       |       9.54        |       9.6        |       22.97        | 8.39e+06 | 1.68e+07 |      1.74%       |    176.97%    |
| 8192  | 2048 | N/A |     [[8192, 2048], [8192, 2048]]     | bf16  |      40.26       |       40.43       |      40.58       |       43.94        | 1.68e+07 | 3.36e+07 |      0.82%       |    83.34%     |
| 16384 | 2048 | N/A |    [[16384, 2048], [16384, 2048]]    | bf16  |      77.21       |       77.38       |      77.55       |       85.89        | 3.36e+07 | 6.71e+07 |      0.85%       |    86.92%     |
| 32768 | 2048 | N/A |    [[32768, 2048], [32768, 2048]]    | bf16  |      149.58      |      149.68       |      149.76      |       169.77       | 6.71e+07 | 1.34e+08 |      0.88%       |    89.73%     |
|  32   | 3072 | N/A |       [[32, 3072], [32, 3072]]       | bf16  |       2.36       |       2.38        |       2.4        |        2.25        | 9.83e+04 | 1.97e+05 |      0.08%       |     8.33%     |
|  64   | 3072 | N/A |       [[64, 3072], [64, 3072]]       | bf16  |       2.77       |       2.79        |       2.82       |        2.49        | 1.97e+05 | 3.93e+05 |      0.14%       |     14.2%     |
|  128  | 3072 | N/A |      [[128, 3072], [128, 3072]]      | bf16  |       2.73       |       2.76        |       2.78       |        2.98        | 3.93e+05 | 7.86e+05 |      0.28%       |    28.81%     |
|  256  | 3072 | N/A |      [[256, 3072], [256, 3072]]      | bf16  |       2.62       |       2.65        |       2.68       |        3.97        | 7.86e+05 | 1.57e+06 |      0.59%       |    60.03%     |
|  512  | 3072 | N/A |      [[512, 3072], [512, 3072]]      | bf16  |       3.5        |       3.53        |       3.57       |        5.93        | 1.57e+06 | 3.15e+06 |      0.88%       |    89.88%     |
| 1024  | 3072 | N/A |     [[1024, 3072], [1024, 3072]]     | bf16  |       4.54       |       4.58        |       4.61       |        9.86        | 3.15e+06 | 6.29e+06 |      1.36%       |    138.58%    |
| 2048  | 3072 | N/A |     [[2048, 3072], [2048, 3072]]     | bf16  |       6.7        |       6.79        |       6.89       |       17.73        | 6.29e+06 | 1.26e+07 |      1.84%       |    187.8%     |
| 4096  | 3072 | N/A |     [[4096, 3072], [4096, 3072]]     | bf16  |       24.3       |       24.45       |      24.58       |       33.46        | 1.26e+07 | 2.52e+07 |      1.02%       |    103.56%    |
| 8192  | 3072 | N/A |     [[8192, 3072], [8192, 3072]]     | bf16  |      58.99       |       59.11       |      59.21       |       64.91        | 2.52e+07 | 5.03e+07 |      0.84%       |    85.32%     |
| 16384 | 3072 | N/A |    [[16384, 3072], [16384, 3072]]    | bf16  |      113.49      |      113.62       |      113.75      |       127.83       | 5.03e+07 | 1.01e+08 |      0.87%       |     88.7%     |
| 32768 | 3072 | N/A |    [[32768, 3072], [32768, 3072]]    | bf16  |      221.46      |      221.58       |      221.69      |       253.66       | 1.01e+08 | 2.01e+08 |      0.89%       |    90.91%     |
|  32   | 4096 | N/A |       [[32, 4096], [32, 4096]]       | bf16  |       2.4        |       2.41        |       2.43       |        2.33        | 1.31e+05 | 2.62e+05 |      0.11%       |    10.92%     |
|  64   | 4096 | N/A |       [[64, 4096], [64, 4096]]       | bf16  |       2.57       |       2.58        |       2.58       |        2.66        | 2.62e+05 | 5.24e+05 |       0.2%       |     20.4%     |
|  128  | 4096 | N/A |      [[128, 4096], [128, 4096]]      | bf16  |       2.68       |       2.71        |       2.73       |        3.31        | 5.24e+05 | 1.05e+06 |      0.38%       |    39.13%     |
|  256  | 4096 | N/A |      [[256, 4096], [256, 4096]]      | bf16  |       2.93       |       2.95        |       2.97       |        4.62        | 1.05e+06 | 2.10e+06 |       0.7%       |    71.58%     |
|  512  | 4096 | N/A |      [[512, 4096], [512, 4096]]      | bf16  |       3.91       |       3.93        |       3.94       |        7.24        | 2.10e+06 | 4.19e+06 |      1.05%       |    107.27%    |
| 1024  | 4096 | N/A |     [[1024, 4096], [1024, 4096]]     | bf16  |       5.07       |       5.11        |       5.14       |       12.49        | 4.19e+06 | 8.39e+06 |      1.62%       |    165.46%    |
| 2048  | 4096 | N/A |     [[2048, 4096], [2048, 4096]]     | bf16  |       9.08       |       9.15        |       9.22       |       22.97        | 8.39e+06 | 1.68e+07 |      1.81%       |    184.77%    |
| 4096  | 4096 | N/A |     [[4096, 4096], [4096, 4096]]     | bf16  |      40.46       |       40.56       |      40.64       |       43.94        | 1.68e+07 | 3.36e+07 |      0.81%       |    82.93%     |
| 8192  | 4096 | N/A |     [[8192, 4096], [8192, 4096]]     | bf16  |      77.26       |       77.38       |      77.48       |       85.89        | 3.36e+07 | 6.71e+07 |      0.85%       |    86.86%     |
| 16384 | 4096 | N/A |    [[16384, 4096], [16384, 4096]]    | bf16  |      149.5       |      149.64       |      149.75      |       169.77       | 6.71e+07 | 1.34e+08 |      0.88%       |    89.78%     |
| 32768 | 4096 | N/A |    [[32768, 4096], [32768, 4096]]    | bf16  |      293.56      |      293.73       |      293.88      |       337.54       | 1.34e+08 | 2.68e+08 |       0.9%       |    91.44%     |
|  32   | 8192 | N/A |       [[32, 8192], [32, 8192]]       | bf16  |       2.43       |       2.52        |       2.59       |        2.66        | 2.62e+05 | 5.24e+05 |      0.21%       |    21.58%     |
|  64   | 8192 | N/A |       [[64, 8192], [64, 8192]]       | bf16  |       2.53       |       2.54        |       2.56       |        3.31        | 5.24e+05 | 1.05e+06 |      0.41%       |    41.45%     |
|  128  | 8192 | N/A |      [[128, 8192], [128, 8192]]      | bf16  |       2.92       |       2.95        |       2.98       |        4.62        | 1.05e+06 | 2.10e+06 |       0.7%       |    71.82%     |
|  256  | 8192 | N/A |      [[256, 8192], [256, 8192]]      | bf16  |       3.96       |       3.99        |       4.02       |        7.24        | 2.10e+06 | 4.19e+06 |      1.04%       |    105.92%    |
|  512  | 8192 | N/A |      [[512, 8192], [512, 8192]]      | bf16  |       7.07       |        7.2        |       7.29       |       12.49        | 4.19e+06 | 8.39e+06 |      1.16%       |    118.65%    |
| 1024  | 8192 | N/A |     [[1024, 8192], [1024, 8192]]     | bf16  |       9.07       |       9.13        |       9.17       |       22.97        | 8.39e+06 | 1.68e+07 |      1.81%       |    184.97%    |
| 2048  | 8192 | N/A |     [[2048, 8192], [2048, 8192]]     | bf16  |      40.51       |       40.54       |      40.57       |       43.94        | 1.68e+07 | 3.36e+07 |      0.81%       |    82.83%     |
| 4096  | 8192 | N/A |     [[4096, 8192], [4096, 8192]]     | bf16  |       77.2       |       77.48       |      77.68       |       85.89        | 3.36e+07 | 6.71e+07 |      0.85%       |    86.93%     |
| 8192  | 8192 | N/A |     [[8192, 8192], [8192, 8192]]     | bf16  |      149.62      |      149.77       |      149.92      |       169.77       | 6.71e+07 | 1.34e+08 |      0.88%       |    89.71%     |
| 16384 | 8192 | N/A |    [[16384, 8192], [16384, 8192]]    | bf16  |      293.68      |       293.8       |      293.92      |       337.54       | 1.34e+08 | 2.68e+08 |       0.9%       |     91.4%     |
| 32768 | 8192 | N/A |    [[32768, 8192], [32768, 8192]]    | bf16  |      639.84      |      640.09       |      640.27      |       673.09       | 2.68e+08 | 5.37e+08 |      0.82%       |    83.91%     |
|  32   |  32  |  1  |      [[1, 32, 32], [1, 32, 32]]      | bf16  |       2.22       |       2.26        |       2.3        |        2.0         | 1.02e+03 | 2.05e+03 |       0.0%       |     0.09%     |
|  32   |  32  |  2  |      [[2, 32, 32], [2, 32, 32]]      | bf16  |       2.23       |       2.25        |       2.27       |        2.01        | 2.05e+03 | 4.10e+03 |       0.0%       |     0.18%     |
|  32   |  32  |  4  |      [[4, 32, 32], [4, 32, 32]]      | bf16  |       2.43       |       2.45        |       2.46       |        2.01        | 4.10e+03 | 8.19e+03 |       0.0%       |     0.34%     |
|  32   |  32  |  8  |      [[8, 32, 32], [8, 32, 32]]      | bf16  |       2.45       |       2.47        |       2.5        |        2.02        | 8.19e+03 | 1.64e+04 |      0.01%       |     0.67%     |
|  32   |  32  | 16  |     [[16, 32, 32], [16, 32, 32]]     | bf16  |       2.47       |       2.49        |       2.51       |        2.04        | 1.64e+04 | 3.28e+04 |      0.01%       |     1.33%     |
|  32   |  32  | 32  |     [[32, 32, 32], [32, 32, 32]]     | bf16  |       2.51       |       2.54        |       2.57       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.61%     |
|  64   |  32  |  1  |      [[1, 64, 32], [1, 64, 32]]      | bf16  |       2.43       |       2.44        |       2.46       |        2.01        | 2.05e+03 | 4.10e+03 |       0.0%       |     0.17%     |
|  64   |  32  |  2  |      [[2, 64, 32], [2, 64, 32]]      | bf16  |       2.41       |       2.45        |       2.49       |        2.01        | 4.10e+03 | 8.19e+03 |       0.0%       |     0.34%     |
|  64   |  32  |  4  |      [[4, 64, 32], [4, 64, 32]]      | bf16  |       2.44       |       2.47        |       2.49       |        2.02        | 8.19e+03 | 1.64e+04 |      0.01%       |     0.67%     |
|  64   |  32  |  8  |      [[8, 64, 32], [8, 64, 32]]      | bf16  |       2.48       |        2.5        |       2.52       |        2.04        | 1.64e+04 | 3.28e+04 |      0.01%       |     1.32%     |
|  64   |  32  | 16  |     [[16, 64, 32], [16, 64, 32]]     | bf16  |       2.48       |       2.52        |       2.55       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.64%     |
|  64   |  32  | 32  |     [[32, 64, 32], [32, 64, 32]]     | bf16  |       2.52       |       2.54        |       2.55       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.2%      |
|  128  |  32  |  1  |     [[1, 128, 32], [1, 128, 32]]     | bf16  |       2.44       |       2.46        |       2.49       |        2.01        | 4.10e+03 | 8.19e+03 |       0.0%       |     0.34%     |
|  128  |  32  |  2  |     [[2, 128, 32], [2, 128, 32]]     | bf16  |       2.45       |       2.46        |       2.47       |        2.02        | 8.19e+03 | 1.64e+04 |      0.01%       |     0.67%     |
|  128  |  32  |  4  |     [[4, 128, 32], [4, 128, 32]]     | bf16  |       2.45       |       2.48        |       2.51       |        2.04        | 1.64e+04 | 3.28e+04 |      0.01%       |     1.34%     |
|  128  |  32  |  8  |     [[8, 128, 32], [8, 128, 32]]     | bf16  |       2.46       |        2.5        |       2.55       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.66%     |
|  128  |  32  | 16  |    [[16, 128, 32], [16, 128, 32]]    | bf16  |       2.5        |       2.52        |       2.54       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.24%     |
|  128  |  32  | 32  |    [[32, 128, 32], [32, 128, 32]]    | bf16  |       2.58       |       2.61        |       2.64       |        2.33        | 1.31e+05 | 2.62e+05 |       0.1%       |    10.16%     |
|  256  |  32  |  1  |     [[1, 256, 32], [1, 256, 32]]     | bf16  |       2.44       |       2.47        |       2.49       |        2.02        | 8.19e+03 | 1.64e+04 |      0.01%       |     0.67%     |
|  256  |  32  |  2  |     [[2, 256, 32], [2, 256, 32]]     | bf16  |       2.47       |       2.49        |       2.51       |        2.04        | 1.64e+04 | 3.28e+04 |      0.01%       |     1.33%     |
|  256  |  32  |  4  |     [[4, 256, 32], [4, 256, 32]]     | bf16  |       2.5        |       2.51        |       2.52       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.62%     |
|  256  |  32  |  8  |     [[8, 256, 32], [8, 256, 32]]     | bf16  |       2.49       |       2.53        |       2.56       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.26%     |
|  256  |  32  | 16  |    [[16, 256, 32], [16, 256, 32]]    | bf16  |       2.58       |        2.6        |       2.62       |        2.33        | 1.31e+05 | 2.62e+05 |       0.1%       |    10.16%     |
|  256  |  32  | 32  |    [[32, 256, 32], [32, 256, 32]]    | bf16  |       2.76       |       2.78        |       2.8        |        2.66        | 2.62e+05 | 5.24e+05 |      0.19%       |     19.0%     |
|  512  |  32  |  1  |     [[1, 512, 32], [1, 512, 32]]     | bf16  |       2.48       |       2.49        |       2.5        |        2.04        | 1.64e+04 | 3.28e+04 |      0.01%       |     1.32%     |
|  512  |  32  |  2  |     [[2, 512, 32], [2, 512, 32]]     | bf16  |       2.49       |       2.52        |       2.56       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.63%     |
|  512  |  32  |  4  |     [[4, 512, 32], [4, 512, 32]]     | bf16  |       2.53       |       2.55        |       2.57       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.18%     |
|  512  |  32  |  8  |     [[8, 512, 32], [8, 512, 32]]     | bf16  |       2.57       |       2.58        |       2.6        |        2.33        | 1.31e+05 | 2.62e+05 |       0.1%       |     10.2%     |
|  512  |  32  | 16  |    [[16, 512, 32], [16, 512, 32]]    | bf16  |       2.75       |       2.77        |       2.79       |        2.66        | 2.62e+05 | 5.24e+05 |      0.19%       |    19.07%     |
|  512  |  32  | 32  |    [[32, 512, 32], [32, 512, 32]]    | bf16  |       2.71       |       2.76        |       2.82       |        3.31        | 5.24e+05 | 1.05e+06 |      0.38%       |    38.69%     |
| 1024  |  32  |  1  |    [[1, 1024, 32], [1, 1024, 32]]    | bf16  |       2.51       |       2.52        |       2.53       |        2.08        | 3.28e+04 | 6.55e+04 |      0.03%       |     2.61%     |
| 1024  |  32  |  2  |    [[2, 1024, 32], [2, 1024, 32]]    | bf16  |       2.51       |       2.54        |       2.56       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.22%     |
| 1024  |  32  |  4  |    [[4, 1024, 32], [4, 1024, 32]]    | bf16  |       2.58       |        2.6        |       2.62       |        2.33        | 1.31e+05 | 2.62e+05 |       0.1%       |    10.16%     |
| 1024  |  32  |  8  |    [[8, 1024, 32], [8, 1024, 32]]    | bf16  |       2.75       |       2.77        |       2.79       |        2.66        | 2.62e+05 | 5.24e+05 |      0.19%       |    19.07%     |
| 1024  |  32  | 16  |   [[16, 1024, 32], [16, 1024, 32]]   | bf16  |       2.71       |       2.73        |       2.76       |        3.31        | 5.24e+05 | 1.05e+06 |      0.38%       |    38.69%     |
| 1024  |  32  | 32  |   [[32, 1024, 32], [32, 1024, 32]]   | bf16  |       2.91       |       2.93        |       2.96       |        4.62        | 1.05e+06 | 2.10e+06 |      0.71%       |    72.07%     |
| 2048  |  32  |  1  |    [[1, 2048, 32], [1, 2048, 32]]    | bf16  |       2.52       |       2.54        |       2.55       |        2.16        | 6.55e+04 | 1.31e+05 |      0.05%       |     5.2%      |
| 2048  |  32  |  2  |    [[2, 2048, 32], [2, 2048, 32]]    | bf16  |       2.58       |        2.6        |       2.61       |        2.33        | 1.31e+05 | 2.62e+05 |       0.1%       |    10.16%     |
| 2048  |  32  |  4  |    [[4, 2048, 32], [4, 2048, 32]]    | bf16  |       2.74       |       2.76        |       2.78       |        2.66        | 2.62e+05 | 5.24e+05 |      0.19%       |    19.13%     |
| 2048  |  32  |  8  |    [[8, 2048, 32], [8, 2048, 32]]    | bf16  |       2.15       |       2.19        |       2.22       |        3.31        | 5.24e+05 | 1.05e+06 |      0.48%       |    48.77%     |
| 2048  |  32  | 16  |   [[16, 2048, 32], [16, 2048, 32]]   | bf16  |       3.29       |       3.45        |       3.62       |        4.62        | 1.05e+06 | 2.10e+06 |      0.62%       |    63.74%     |
| 2048  |  32  | 32  |   [[32, 2048, 32], [32, 2048, 32]]   | bf16  |       4.66       |       4.85        |       5.02       |        7.24        | 2.10e+06 | 4.19e+06 |      0.88%       |    90.01%     |
| 4096  |  32  |  1  |    [[1, 4096, 32], [1, 4096, 32]]    | bf16  |       2.56       |       2.57        |       2.58       |        2.33        | 1.31e+05 | 2.62e+05 |       0.1%       |    10.24%     |
| 4096  |  32  |  2  |    [[2, 4096, 32], [2, 4096, 32]]    | bf16  |       2.57       |       2.59        |       2.61       |        2.66        | 2.62e+05 | 5.24e+05 |       0.2%       |     20.4%     |
