Test Case: H20SXM_apex_fused_rotary_positional_embedding.forward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  4  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 4, 16]]    | bf16  |       2.48       |       2.52        |       2.57       |        2.04        | 5.24e+05 | 6.55e+04 |      0.48%       |     1.32%     |
|  4  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 1, 4, 16]]   | bf16  |       2.89       |       2.91        |       2.94       |        2.08        | 1.05e+06 | 1.31e+05 |      0.82%       |     2.27%     |
|  4  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 1, 4, 16]]   | bf16  |       3.79       |       3.81        |       3.83       |        2.16        | 2.10e+06 | 2.62e+05 |      1.26%       |     3.46%     |
|  4  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 1, 4, 16]]   | bf16  |       5.56       |        5.6        |       5.63       |        2.33        | 4.19e+06 | 5.24e+05 |      1.71%       |     4.71%     |
|  4  | 16  |  [8192, 1, 1, 16]  | True  |   [[8192, 1, 4, 16]]   | bf16  |       9.12       |       9.16        |       9.21       |        2.66        | 8.39e+06 | 1.05e+06 |      2.09%       |     5.75%     |
|  4  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 4, 16]]   | bf16  |      16.18       |       16.22       |      16.26       |        3.31        | 1.68e+07 | 2.10e+06 |      2.36%       |     6.48%     |
|  4  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 4, 16]]   | bf16  |      30.31       |       30.35       |      30.39       |        4.62        | 3.36e+07 | 4.19e+06 |      2.52%       |     6.92%     |
|  4  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 4, 16]]   | bf16  |      58.64       |       58.75       |      58.84       |        7.24        | 6.71e+07 | 8.39e+06 |       2.6%       |     7.15%     |
|  8  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 8, 16]]     | bf16  |       2.23       |       2.26        |       2.29       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  8  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 8, 16]]     | bf16  |       2.28       |       2.32        |       2.35       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  8  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 8, 16]]     | bf16  |       2.32       |       2.34        |       2.37       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  8  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 8, 16]]    | bf16  |       2.47       |        2.5        |       2.53       |        2.04        | 5.24e+05 | 6.55e+04 |      0.48%       |     1.33%     |
|  8  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 8, 16]]    | bf16  |       2.67       |        2.7        |       2.72       |        2.08        | 1.05e+06 | 1.31e+05 |      0.89%       |     2.45%     |
|  8  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 1, 8, 16]]   | bf16  |       3.22       |       3.26        |       3.3        |        2.16        | 2.10e+06 | 2.62e+05 |      1.48%       |     4.07%     |
|  8  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 1, 8, 16]]   | bf16  |       4.41       |       4.44        |       4.47       |        2.33        | 4.19e+06 | 5.24e+05 |      2.16%       |     5.94%     |
|  8  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 1, 8, 16]]   | bf16  |       6.69       |       6.73        |       6.77       |        2.66        | 8.39e+06 | 1.05e+06 |      2.85%       |     7.84%     |
|  8  | 16  |  [8192, 1, 1, 16]  | True  |   [[8192, 1, 8, 16]]   | bf16  |       11.3       |       11.32       |      11.35       |        3.31        | 1.68e+07 | 2.10e+06 |      3.37%       |     9.28%     |
|  8  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 8, 16]]   | bf16  |      20.36       |       20.41       |      20.46       |        4.62        | 3.36e+07 | 4.19e+06 |      3.75%       |     10.3%     |
|  8  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 8, 16]]   | bf16  |      38.92       |       38.99       |      39.06       |        7.24        | 6.71e+07 | 8.39e+06 |      3.92%       |    10.78%     |
|  8  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 8, 16]]   | bf16  |      78.39       |       78.43       |      78.47       |       12.49        | 1.34e+08 | 1.68e+07 |      3.89%       |     10.7%     |
| 16  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 16, 16]]    | bf16  |       2.33       |       2.37        |       2.41       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
| 16  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 16, 16]]    | bf16  |       2.35       |       2.36        |       2.37       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
| 16  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 16, 16]]    | bf16  |       2.32       |       2.35        |       2.39       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
| 16  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 16, 16]]   | bf16  |       2.63       |       2.65        |       2.68       |        2.08        | 1.05e+06 | 1.31e+05 |      0.91%       |     2.49%     |
| 16  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 16, 16]]   | bf16  |       3.24       |       3.27        |       3.3        |        2.16        | 2.10e+06 | 2.62e+05 |      1.47%       |     4.05%     |
| 16  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 16, 16]]   | bf16  |       4.45       |       4.49        |       4.53       |        2.33        | 4.19e+06 | 5.24e+05 |      2.14%       |     5.89%     |
| 16  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 16, 16]]   | bf16  |       6.79       |        6.8        |       6.82       |        2.66        | 8.39e+06 | 1.05e+06 |      2.81%       |     7.72%     |
| 16  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 16, 16]]   | bf16  |      11.33       |       11.35       |      11.38       |        3.31        | 1.68e+07 | 2.10e+06 |      3.37%       |     9.25%     |
| 16  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 16, 16]]   | bf16  |      20.44       |       20.47       |       20.5       |        4.62        | 3.36e+07 | 4.19e+06 |      3.73%       |    10.26%     |
| 16  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 16, 16]]  | bf16  |      38.61       |       38.67       |      38.72       |        7.24        | 6.71e+07 | 8.39e+06 |      3.95%       |    10.86%     |
| 16  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 16, 16]]  | bf16  |      79.64       |       79.69       |      79.75       |       12.49        | 1.34e+08 | 1.68e+07 |      3.83%       |    10.53%     |
| 16  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 16, 16]]  | bf16  |      195.64      |      195.72       |      195.78      |       22.97        | 2.68e+08 | 3.36e+07 |      3.12%       |     8.58%     |
| 32  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 32, 16]]    | bf16  |       2.76       |       2.78        |       2.79       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
| 32  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 32, 16]]    | bf16  |       2.73       |       2.75        |       2.77       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.04%     |
| 32  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 32, 16]]    | bf16  |       2.76       |       2.78        |       2.8        |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.07%     |
| 32  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 32, 16]]   | bf16  |       3.12       |       3.15        |       3.18       |        2.16        | 2.10e+06 | 2.62e+05 |      1.53%       |     4.2%      |
| 32  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 32, 16]]   | bf16  |       4.0        |       4.04        |       4.08       |        2.33        | 4.19e+06 | 5.24e+05 |      2.38%       |     6.55%     |
| 32  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 32, 16]]   | bf16  |       5.75       |        5.8        |       5.85       |        2.66        | 8.39e+06 | 1.05e+06 |      3.32%       |     9.12%     |
| 32  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 32, 16]]   | bf16  |       9.11       |       9.14        |       9.18       |        3.31        | 1.68e+07 | 2.10e+06 |      4.19%       |    11.51%     |
| 32  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 32, 16]]   | bf16  |      15.69       |       15.73       |      15.79       |        4.62        | 3.36e+07 | 4.19e+06 |      4.86%       |    13.37%     |
| 32  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 32, 16]]   | bf16  |      28.94       |       28.99       |      29.04       |        7.24        | 6.71e+07 | 8.39e+06 |      5.27%       |    14.49%     |
| 32  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 32, 16]]  | bf16  |      59.25       |       59.29       |      59.33       |       12.49        | 1.34e+08 | 1.68e+07 |      5.15%       |    14.16%     |
| 32  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 32, 16]]  | bf16  |      149.73      |       149.8       |      149.86      |       22.97        | 2.68e+08 | 3.36e+07 |      4.07%       |     11.2%     |
| 32  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 32, 16]]  | bf16  |      296.02      |      296.09       |      296.14      |       43.94        | 5.37e+08 | 6.71e+07 |      4.12%       |    11.34%     |
| 64  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 64, 16]]    | bf16  |       3.5        |       3.52        |       3.54       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.03%     |
| 64  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 64, 16]]    | bf16  |       3.63       |       3.66        |       3.7        |        2.0         | 3.28e+04 | 4.10e+03 |      0.02%       |     0.06%     |
| 64  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 64, 16]]    | bf16  |       3.64       |       3.66        |       3.68       |        2.01        | 6.55e+04 | 8.19e+03 |      0.04%       |     0.11%     |
| 64  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 64, 16]]   | bf16  |       4.04       |       4.06        |       4.08       |        2.33        | 4.19e+06 | 5.24e+05 |      2.36%       |     6.49%     |
| 64  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 64, 16]]   | bf16  |       5.46       |        5.5        |       5.55       |        2.66        | 8.39e+06 | 1.05e+06 |      3.49%       |     9.6%      |
| 64  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 64, 16]]   | bf16  |       8.34       |       8.38        |       8.42       |        3.31        | 1.68e+07 | 2.10e+06 |      4.57%       |    12.57%     |
| 64  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 64, 16]]   | bf16  |      13.69       |       13.74       |       13.8       |        4.62        | 3.36e+07 | 4.19e+06 |      5.57%       |    15.32%     |
| 64  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 64, 16]]   | bf16  |      24.39       |       24.43       |      24.48       |        7.24        | 6.71e+07 | 8.39e+06 |      6.25%       |     17.2%     |
| 64  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 64, 16]]   | bf16  |      49.37       |       49.44       |      49.52       |       12.49        | 1.34e+08 | 1.68e+07 |      6.18%       |    16.99%     |
| 64  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 64, 16]]  | bf16  |      128.33      |      128.41       |      128.51      |       22.97        | 2.68e+08 | 3.36e+07 |      4.75%       |    13.07%     |
| 64  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 64, 16]]  | bf16  |      252.01      |      252.06       |      252.12      |       43.94        | 5.37e+08 | 6.71e+07 |      4.84%       |    13.31%     |
| 64  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 64, 16]]  | bf16  |      499.8       |      499.89       |      499.97      |       85.89        | 1.07e+09 | 1.34e+08 |      4.88%       |    13.43%     |
| 128 | 16  |   [1, 1, 1, 16]    | True  |   [[1, 1, 128, 16]]    | bf16  |       5.24       |       5.28        |       5.34       |        2.0         | 3.28e+04 | 4.10e+03 |      0.01%       |     0.04%     |
| 128 | 16  |   [2, 1, 1, 16]    | True  |   [[2, 1, 128, 16]]    | bf16  |       5.23       |       5.26        |       5.29       |        2.01        | 6.55e+04 | 8.19e+03 |      0.03%       |     0.08%     |
| 128 | 16  |   [4, 1, 1, 16]    | True  |   [[4, 1, 128, 16]]    | bf16  |       5.31       |       5.34        |       5.38       |        2.01        | 1.31e+05 | 1.64e+04 |      0.06%       |     0.15%     |
| 128 | 16  |  [256, 1, 1, 16]   | True  |  [[256, 1, 128, 16]]   | bf16  |       5.89       |       5.94        |       6.0        |        2.66        | 8.39e+06 | 1.05e+06 |      3.24%       |     8.9%      |
| 128 | 16  |  [512, 1, 1, 16]   | True  |  [[512, 1, 128, 16]]   | bf16  |       8.39       |       8.43        |       8.47       |        3.31        | 1.68e+07 | 2.10e+06 |      4.54%       |     12.5%     |
| 128 | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 128, 16]]  | bf16  |      13.47       |       13.5        |      13.54       |        4.62        | 3.36e+07 | 4.19e+06 |      5.66%       |    15.57%     |
| 128 | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 128, 16]]  | bf16  |       22.9       |       22.96       |      23.04       |        7.24        | 6.71e+07 | 8.39e+06 |      6.66%       |    18.32%     |
| 128 | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 128, 16]]  | bf16  |      46.15       |       46.25       |      46.35       |       12.49        | 1.34e+08 | 1.68e+07 |      6.61%       |    18.18%     |
| 128 | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 128, 16]]  | bf16  |      119.18      |      119.22       |      119.26      |       22.97        | 2.68e+08 | 3.36e+07 |      5.12%       |    14.08%     |
| 128 | 16  | [16384, 1, 1, 16]  | True  | [[16384, 1, 128, 16]]  | bf16  |      231.35      |      231.45       |      231.54      |       43.94        | 5.37e+08 | 6.71e+07 |      5.27%       |     14.5%     |
| 128 | 16  | [32768, 1, 1, 16]  | True  | [[32768, 1, 128, 16]]  | bf16  |      456.57      |      456.68       |      456.79      |       85.89        | 1.07e+09 | 1.34e+08 |      5.34%       |     14.7%     |
| 128 | 16  | [65536, 1, 1, 16]  | True  | [[65536, 1, 128, 16]]  | bf16  |      906.59      |      906.69       |      906.81      |       169.77       | 2.15e+09 | 2.68e+08 |      5.38%       |     14.8%     |
|  2  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 2, 32]]     | bf16  |       2.04       |       2.08        |       2.12       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  2  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 2, 32]]     | bf16  |       2.04       |       2.06        |       2.09       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  2  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 2, 32]]     | bf16  |       2.06       |       2.08        |       2.1        |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  2  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 2, 32]]    | bf16  |       2.22       |       2.25        |       2.28       |        2.02        | 2.62e+05 | 3.28e+04 |      0.27%       |     0.74%     |
|  2  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 2, 32]]    | bf16  |       2.41       |       2.46        |       2.51       |        2.04        | 5.24e+05 | 6.55e+04 |      0.49%       |     1.36%     |
|  2  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 2, 32]]   | bf16  |       2.81       |       2.84        |       2.87       |        2.08        | 1.05e+06 | 1.31e+05 |      0.85%       |     2.33%     |
|  2  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 2, 32]]   | bf16  |       3.48       |       3.51        |       3.53       |        2.16        | 2.10e+06 | 2.62e+05 |      1.37%       |     3.77%     |
|  2  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 2, 32]]   | bf16  |       4.82       |       4.85        |       4.88       |        2.33        | 4.19e+06 | 5.24e+05 |      1.98%       |     5.44%     |
|  2  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 2, 32]]   | bf16  |       7.42       |       7.45        |       7.49       |        2.66        | 8.39e+06 | 1.05e+06 |      2.57%       |     7.07%     |
|  2  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 2, 32]]   | bf16  |      12.62       |       12.65       |      12.68       |        3.31        | 1.68e+07 | 2.10e+06 |      3.02%       |     8.31%     |
|  2  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 2, 32]]   | bf16  |      22.93       |       22.99       |      23.06       |        4.62        | 3.36e+07 | 4.19e+06 |      3.33%       |     9.15%     |
|  2  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 2, 32]]   | bf16  |      44.48       |       44.51       |      44.53       |        7.24        | 6.71e+07 | 8.39e+06 |      3.43%       |     9.43%     |
|  4  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 4, 32]]     | bf16  |       2.06       |       2.08        |       2.11       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 4, 32]]     | bf16  |       2.03       |       2.06        |       2.09       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 4, 32]]     | bf16  |       2.07       |        2.1        |       2.13       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  4  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 4, 32]]    | bf16  |       2.25       |       2.27        |       2.28       |        2.04        | 5.24e+05 | 6.55e+04 |      0.53%       |     1.46%     |
|  4  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 4, 32]]    | bf16  |       2.45       |       2.48        |       2.51       |        2.08        | 1.05e+06 | 1.31e+05 |      0.97%       |     2.67%     |
|  4  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 4, 32]]   | bf16  |       2.88       |        2.9        |       2.93       |        2.16        | 2.10e+06 | 2.62e+05 |      1.65%       |     4.55%     |
|  4  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 4, 32]]   | bf16  |       3.75       |       3.79        |       3.82       |        2.33        | 4.19e+06 | 5.24e+05 |      2.54%       |     6.99%     |
|  4  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 4, 32]]   | bf16  |       5.55       |       5.57        |       5.6        |        2.66        | 8.39e+06 | 1.05e+06 |      3.44%       |     9.45%     |
|  4  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 4, 32]]   | bf16  |       9.06       |       9.11        |       9.17       |        3.31        | 1.68e+07 | 2.10e+06 |      4.21%       |    11.57%     |
|  4  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 4, 32]]   | bf16  |      16.07       |       16.11       |      16.16       |        4.62        | 3.36e+07 | 4.19e+06 |      4.75%       |    13.05%     |
|  4  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 4, 32]]   | bf16  |      30.22       |       30.27       |      30.32       |        7.24        | 6.71e+07 | 8.39e+06 |      5.05%       |    13.88%     |
|  4  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 4, 32]]   | bf16  |      63.75       |       63.79       |      63.83       |       12.49        | 1.34e+08 | 1.68e+07 |      4.78%       |    13.16%     |
|  8  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 8, 32]]     | bf16  |       2.3        |       2.32        |       2.36       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  8  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 8, 32]]     | bf16  |       2.25       |       2.28        |       2.32       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  8  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 8, 32]]     | bf16  |       2.27       |       2.31        |       2.35       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.05%     |
|  8  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 8, 32]]    | bf16  |       2.49       |        2.5        |       2.52       |        2.08        | 1.05e+06 | 1.31e+05 |      0.96%       |     2.63%     |
|  8  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 8, 32]]    | bf16  |       2.69       |       2.72        |       2.77       |        2.16        | 2.10e+06 | 2.62e+05 |      1.77%       |     4.87%     |
|  8  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 8, 32]]   | bf16  |       3.23       |       3.26        |       3.3        |        2.33        | 4.19e+06 | 5.24e+05 |      2.95%       |     8.12%     |
|  8  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 8, 32]]   | bf16  |       4.45       |       4.51        |       4.57       |        2.66        | 8.39e+06 | 1.05e+06 |      4.28%       |    11.78%     |
|  8  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 8, 32]]   | bf16  |       6.7        |       6.72        |       6.75       |        3.31        | 1.68e+07 | 2.10e+06 |      5.69%       |    15.65%     |
|  8  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 8, 32]]   | bf16  |      11.25       |       11.29       |      11.33       |        4.62        | 3.36e+07 | 4.19e+06 |      6.78%       |    18.64%     |
|  8  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 8, 32]]   | bf16  |      20.25       |       20.31       |      20.37       |        7.24        | 6.71e+07 | 8.39e+06 |      7.53%       |    20.71%     |
|  8  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 8, 32]]   | bf16  |      40.78       |       40.86       |      40.92       |       12.49        | 1.34e+08 | 1.68e+07 |      7.48%       |    20.57%     |
|  8  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 8, 32]]   | bf16  |      99.78       |       99.85       |      99.91       |       22.97        | 2.68e+08 | 3.36e+07 |      6.11%       |    16.81%     |
| 16  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 16, 32]]    | bf16  |       2.3        |       2.33        |       2.36       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
| 16  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 16, 32]]    | bf16  |       2.32       |       2.34        |       2.36       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
| 16  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 16, 32]]    | bf16  |       2.3        |       2.32        |       2.35       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.09%     |
| 16  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 16, 32]]   | bf16  |       2.65       |       2.67        |       2.7        |        2.16        | 2.10e+06 | 2.62e+05 |       1.8%       |     4.95%     |
| 16  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 16, 32]]   | bf16  |       3.23       |       3.24        |       3.25       |        2.33        | 4.19e+06 | 5.24e+05 |      2.95%       |     8.12%     |
| 16  | 32  |  [1024, 1, 1, 32]  | True  |  [[1024, 1, 16, 32]]   | bf16  |       4.46       |        4.5        |       4.54       |        2.66        | 8.39e+06 | 1.05e+06 |      4.27%       |    11.76%     |
| 16  | 32  |  [2048, 1, 1, 32]  | True  |  [[2048, 1, 16, 32]]   | bf16  |       6.73       |       6.76        |       6.8        |        3.31        | 1.68e+07 | 2.10e+06 |      5.67%       |    15.58%     |
| 16  | 32  |  [4096, 1, 1, 32]  | True  |  [[4096, 1, 16, 32]]   | bf16  |      11.25       |       11.3        |      11.36       |        4.62        | 3.36e+07 | 4.19e+06 |      6.78%       |    18.64%     |
