Test Case: H20SXM_apex_fused_rotary_positional_embedding.backward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 64  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 64, 16]]    | bf16  |       3.64       |       3.68        |       3.74       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.03%     |
| 64  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 64, 16]]    | bf16  |       3.59       |       3.62        |       3.65       |        2.0         | 3.28e+04 | 4.10e+03 |      0.02%       |     0.06%     |
| 64  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 64, 16]]    | bf16  |       3.71       |       3.73        |       3.75       |        2.01        | 6.55e+04 | 8.19e+03 |      0.04%       |     0.11%     |
| 64  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 64, 16]]   | bf16  |       4.25       |       4.28        |       4.33       |        2.33        | 4.19e+06 | 5.24e+05 |      2.24%       |     6.17%     |
| 64  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 64, 16]]   | bf16  |       5.73       |       5.78        |       5.84       |        2.66        | 8.39e+06 | 1.05e+06 |      3.33%       |     9.15%     |
| 64  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 64, 16]]   | bf16  |       8.74       |       8.81        |       8.88       |        3.31        | 1.68e+07 | 2.10e+06 |      4.36%       |     12.0%     |
| 64  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 64, 16]]   | bf16  |      14.38       |       14.41       |      14.44       |        4.62        | 3.36e+07 | 4.19e+06 |       5.3%       |    14.58%     |
| 64  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 64, 16]]   | bf16  |       25.7       |       25.74       |      25.78       |        7.24        | 6.71e+07 | 8.39e+06 |      5.93%       |    16.32%     |
| 64  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 64, 16]]   | bf16  |      51.37       |       51.46       |      51.54       |       12.49        | 1.34e+08 | 1.68e+07 |      5.94%       |    16.33%     |
| 64  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 64, 16]]  | bf16  |      130.4       |      130.45       |      130.5       |       22.97        | 2.68e+08 | 3.36e+07 |      4.68%       |    12.87%     |
| 64  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 64, 16]]  | bf16  |      255.79      |      255.89       |      255.98      |       43.94        | 5.37e+08 | 6.71e+07 |      4.77%       |    13.12%     |
| 64  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 64, 16]]  | bf16  |      507.08      |      507.16       |      507.24      |       85.89        | 1.07e+09 | 1.34e+08 |      4.81%       |    13.23%     |
| 128 | 16  |   [1, 1, 1, 16]    | True  |   [[1, 1, 128, 16]]    | bf16  |       4.99       |       5.06        |       5.14       |        2.0         | 3.28e+04 | 4.10e+03 |      0.01%       |     0.04%     |
| 128 | 16  |   [2, 1, 1, 16]    | True  |   [[2, 1, 128, 16]]    | bf16  |       5.11       |       5.14        |       5.16       |        2.01        | 6.55e+04 | 8.19e+03 |      0.03%       |     0.08%     |
| 128 | 16  |   [4, 1, 1, 16]    | True  |   [[4, 1, 128, 16]]    | bf16  |       5.16       |       5.19        |       5.21       |        2.01        | 1.31e+05 | 1.64e+04 |      0.06%       |     0.16%     |
| 128 | 16  |  [256, 1, 1, 16]   | True  |  [[256, 1, 128, 16]]   | bf16  |       5.87       |       5.91        |       5.94       |        2.66        | 8.39e+06 | 1.05e+06 |      3.25%       |     8.93%     |
| 128 | 16  |  [512, 1, 1, 16]   | True  |  [[512, 1, 128, 16]]   | bf16  |       8.31       |       8.35        |       8.4        |        3.31        | 1.68e+07 | 2.10e+06 |      4.59%       |    12.62%     |
| 128 | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 128, 16]]  | bf16  |      13.19       |       13.23       |      13.27       |        4.62        | 3.36e+07 | 4.19e+06 |      5.78%       |     15.9%     |
| 128 | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 128, 16]]  | bf16  |      22.33       |       22.36       |       22.4       |        7.24        | 6.71e+07 | 8.39e+06 |      6.83%       |    18.78%     |
| 128 | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 128, 16]]  | bf16  |      44.91       |       44.99       |      45.06       |       12.49        | 1.34e+08 | 1.68e+07 |      6.79%       |    18.68%     |
| 128 | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 128, 16]]  | bf16  |      117.24      |       117.3       |      117.36      |       22.97        | 2.68e+08 | 3.36e+07 |       5.2%       |    14.31%     |
| 128 | 16  | [16384, 1, 1, 16]  | True  | [[16384, 1, 128, 16]]  | bf16  |      227.62      |      227.71       |      227.8       |       43.94        | 5.37e+08 | 6.71e+07 |      5.36%       |    14.74%     |
| 128 | 16  | [32768, 1, 1, 16]  | True  | [[32768, 1, 128, 16]]  | bf16  |      448.41      |      448.51       |      448.62      |       85.89        | 1.07e+09 | 1.34e+08 |      5.44%       |    14.97%     |
| 128 | 16  | [65536, 1, 1, 16]  | True  | [[65536, 1, 128, 16]]  | bf16  |      889.75      |      889.83       |      889.92      |       169.77       | 2.15e+09 | 2.68e+08 |      5.49%       |    15.08%     |
|  2  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 2, 32]]     | bf16  |       2.26       |        2.3        |       2.35       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.0%      |
|  2  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 2, 32]]     | bf16  |       2.25       |       2.27        |       2.29       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  2  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 2, 32]]     | bf16  |       2.29       |       2.32        |       2.36       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  2  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 2, 32]]    | bf16  |       2.44       |       2.49        |       2.54       |        2.02        | 2.62e+05 | 3.28e+04 |      0.24%       |     0.67%     |
|  2  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 2, 32]]    | bf16  |       2.67       |       2.71        |       2.76       |        2.04        | 5.24e+05 | 6.55e+04 |      0.45%       |     1.23%     |
|  2  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 2, 32]]   | bf16  |       3.23       |       3.25        |       3.28       |        2.08        | 1.05e+06 | 1.31e+05 |      0.74%       |     2.03%     |
|  2  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 2, 32]]   | bf16  |       4.35       |       4.38        |       4.41       |        2.16        | 2.10e+06 | 2.62e+05 |       1.1%       |     3.01%     |
|  2  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 2, 32]]   | bf16  |       6.59       |       6.61        |       6.63       |        2.33        | 4.19e+06 | 5.24e+05 |      1.45%       |     3.98%     |
|  2  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 2, 32]]   | bf16  |      11.08       |       11.11       |      11.14       |        2.66        | 8.39e+06 | 1.05e+06 |      1.72%       |     4.73%     |
|  2  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 2, 32]]   | bf16  |      19.98       |       20.01       |      20.03       |        3.31        | 1.68e+07 | 2.10e+06 |      1.91%       |     5.25%     |
|  2  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 2, 32]]   | bf16  |      37.74       |       37.79       |      37.84       |        4.62        | 3.36e+07 | 4.19e+06 |      2.02%       |     5.56%     |
|  2  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 2, 32]]   | bf16  |      73.62       |       73.67       |      73.72       |        7.24        | 6.71e+07 | 8.39e+06 |      2.07%       |     5.7%      |
|  4  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 4, 32]]     | bf16  |       2.23       |       2.26        |       2.29       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 4, 32]]     | bf16  |       2.27       |       2.29        |       2.32       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  4  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 4, 32]]     | bf16  |       2.28       |       2.31        |       2.35       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  4  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 4, 32]]    | bf16  |       2.5        |       2.52        |       2.54       |        2.04        | 5.24e+05 | 6.55e+04 |      0.48%       |     1.31%     |
|  4  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 4, 32]]    | bf16  |       2.71       |       2.73        |       2.74       |        2.08        | 1.05e+06 | 1.31e+05 |      0.88%       |     2.42%     |
|  4  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 4, 32]]   | bf16  |       3.34       |       3.35        |       3.37       |        2.16        | 2.10e+06 | 2.62e+05 |      1.43%       |     3.92%     |
|  4  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 4, 32]]   | bf16  |       4.62       |       4.64        |       4.66       |        2.33        | 4.19e+06 | 5.24e+05 |      2.06%       |     5.67%     |
|  4  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 4, 32]]   | bf16  |       7.17       |       7.21        |       7.26       |        2.66        | 8.39e+06 | 1.05e+06 |      2.66%       |     7.31%     |
|  4  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 4, 32]]   | bf16  |      12.28       |       12.31       |      12.33       |        3.31        | 1.68e+07 | 2.10e+06 |      3.11%       |     8.54%     |
|  4  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 4, 32]]   | bf16  |      22.41       |       22.45       |      22.49       |        4.62        | 3.36e+07 | 4.19e+06 |       3.4%       |     9.36%     |
|  4  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 4, 32]]   | bf16  |      42.83       |       42.86       |      42.88       |        7.24        | 6.71e+07 | 8.39e+06 |      3.56%       |     9.79%     |
|  4  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 4, 32]]   | bf16  |      85.35       |       85.41       |      85.47       |       12.49        | 1.34e+08 | 1.68e+07 |      3.57%       |     9.83%     |
|  8  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 8, 32]]     | bf16  |       2.47       |       2.49        |       2.52       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.01%     |
|  8  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 8, 32]]     | bf16  |       2.47       |       2.49        |       2.51       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
|  8  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 8, 32]]     | bf16  |       2.44       |       2.47        |       2.49       |        2.0         | 1.64e+04 | 2.05e+03 |      0.02%       |     0.04%     |
|  8  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 8, 32]]    | bf16  |       2.68       |        2.7        |       2.73       |        2.08        | 1.05e+06 | 1.31e+05 |      0.89%       |     2.45%     |
|  8  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 8, 32]]    | bf16  |       2.88       |       2.91        |       2.94       |        2.16        | 2.10e+06 | 2.62e+05 |      1.65%       |     4.55%     |
|  8  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 8, 32]]   | bf16  |       3.71       |       3.72        |       3.73       |        2.33        | 4.19e+06 | 5.24e+05 |      2.57%       |     7.07%     |
|  8  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 8, 32]]   | bf16  |       5.2        |       5.24        |       5.28       |        2.66        | 8.39e+06 | 1.05e+06 |      3.67%       |    10.08%     |
|  8  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 8, 32]]   | bf16  |       8.22       |       8.26        |       8.3        |        3.31        | 1.68e+07 | 2.10e+06 |      4.64%       |    12.76%     |
|  8  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 8, 32]]   | bf16  |      14.17       |       14.22       |      14.26       |        4.62        | 3.36e+07 | 4.19e+06 |      5.38%       |     14.8%     |
|  8  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 8, 32]]   | bf16  |      26.12       |       26.17       |      26.21       |        7.24        | 6.71e+07 | 8.39e+06 |      5.84%       |    16.06%     |
|  8  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 8, 32]]   | bf16  |      51.26       |       51.29       |      51.32       |       12.49        | 1.34e+08 | 1.68e+07 |      5.95%       |    16.36%     |
|  8  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 8, 32]]   | bf16  |      112.71      |      112.77       |      112.82      |       22.97        | 2.68e+08 | 3.36e+07 |      5.41%       |    14.89%     |
| 16  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 16, 32]]    | bf16  |       2.48       |       2.51        |       2.54       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.02%     |
| 16  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 16, 32]]    | bf16  |       2.52       |       2.55        |       2.58       |        2.0         | 1.64e+04 | 2.05e+03 |      0.01%       |     0.04%     |
| 16  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 16, 32]]    | bf16  |       2.52       |       2.54        |       2.57       |        2.0         | 3.28e+04 | 4.10e+03 |      0.03%       |     0.08%     |
| 16  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 16, 32]]   | bf16  |       2.96       |       2.98        |       3.01       |        2.16        | 2.10e+06 | 2.62e+05 |      1.61%       |     4.43%     |
| 16  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 16, 32]]   | bf16  |       3.65       |       3.69        |       3.72       |        2.33        | 4.19e+06 | 5.24e+05 |      2.61%       |     7.18%     |
| 16  | 32  |  [1024, 1, 1, 32]  | True  |  [[1024, 1, 16, 32]]   | bf16  |       5.25       |       5.28        |       5.31       |        2.66        | 8.39e+06 | 1.05e+06 |      3.63%       |     9.99%     |
| 16  | 32  |  [2048, 1, 1, 32]  | True  |  [[2048, 1, 16, 32]]   | bf16  |       8.25       |       8.29        |       8.33       |        3.31        | 1.68e+07 | 2.10e+06 |      4.62%       |    12.71%     |
| 16  | 32  |  [4096, 1, 1, 32]  | True  |  [[4096, 1, 16, 32]]   | bf16  |      14.19       |       14.23       |      14.27       |        4.62        | 3.36e+07 | 4.19e+06 |      5.37%       |    14.78%     |
