Test Case: L40S_aten_sub
|   M   |   N   |  B  |             input_shape              | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  128  | 6144  | N/A |        [[128, 6144], [6144]]         | bf16  |       3.7        |       3.72        |       3.74       |        8.83        | 7.86e+05 | 2.36e+06 |      0.46%       |    147.6%     |
|  256  | 6144  | N/A |        [[256, 6144], [6144]]         | bf16  |       4.93       |       5.06        |       5.22       |       15.65        | 1.57e+06 | 4.72e+06 |       0.7%       |    221.56%    |
|  512  | 6144  | N/A |        [[512, 6144], [6144]]         | bf16  |       7.28       |       7.31        |       7.35       |       29.31        | 3.15e+06 | 9.44e+06 |      0.94%       |    300.07%    |
| 1024  | 6144  | N/A |        [[1024, 6144], [6144]]        | bf16  |      12.02       |       12.09       |      12.15       |       56.61        | 6.29e+06 | 1.89e+07 |      1.14%       |    363.48%    |
| 2048  | 6144  | N/A |        [[2048, 6144], [6144]]        | bf16  |      23.44       |       23.6        |      23.76       |       111.23       | 1.26e+07 | 3.77e+07 |      1.17%       |    372.79%    |
| 4096  | 6144  | N/A |        [[4096, 6144], [6144]]        | bf16  |      146.74      |       147.9       |      149.58      |       220.45       | 2.52e+07 | 7.55e+07 |      0.37%       |    119.1%     |
| 8192  | 6144  | N/A |        [[8192, 6144], [6144]]        | bf16  |      307.71      |      309.44       |      310.64      |       438.91       | 5.03e+07 | 1.51e+08 |      0.36%       |    113.59%    |
| 16384 | 6144  | N/A |       [[16384, 6144], [6144]]        | bf16  |      614.78      |      617.11       |      618.76      |       875.81       | 1.01e+08 | 3.02e+08 |      0.36%       |    113.71%    |
| 32768 | 6144  | N/A |       [[32768, 6144], [6144]]        | bf16  |     1232.13      |      1233.69      |     1234.84      |      1749.63       | 2.01e+08 | 6.04e+08 |      0.36%       |    113.47%    |
|   1   | 7168  | N/A |         [[1, 7168], [7168]]          | bf16  |       1.88       |       1.93        |       2.0        |        2.06        | 7.17e+03 | 2.15e+04 |      0.01%       |     2.65%     |
|   2   | 7168  | N/A |         [[2, 7168], [7168]]          | bf16  |       2.61       |       2.67        |       2.75       |        2.12        | 1.43e+04 | 4.30e+04 |      0.01%       |     3.81%     |
|   4   | 7168  | N/A |         [[4, 7168], [7168]]          | bf16  |       2.62       |       2.64        |       2.67       |        2.25        | 2.87e+04 | 8.60e+04 |      0.02%       |     7.6%      |
|   8   | 7168  | N/A |         [[8, 7168], [7168]]          | bf16  |       2.73       |        2.8        |       2.89       |        2.5         | 5.73e+04 | 1.72e+05 |      0.05%       |    14.59%     |
|  16   | 7168  | N/A |         [[16, 7168], [7168]]         | bf16  |       2.7        |       2.73        |       2.76       |        3.0         | 1.15e+05 | 3.44e+05 |      0.09%       |     29.5%     |
|  32   | 7168  | N/A |         [[32, 7168], [7168]]         | bf16  |       2.96       |       3.01        |       3.06       |        3.99        | 2.29e+05 | 6.88e+05 |      0.17%       |    53.81%     |
|  64   | 7168  | N/A |         [[64, 7168], [7168]]         | bf16  |       3.92       |       3.98        |       4.04       |        5.98        | 4.59e+05 | 1.38e+06 |      0.26%       |    81.27%     |
|  128  | 7168  | N/A |        [[128, 7168], [7168]]         | bf16  |       3.98       |       4.04        |       4.09       |        9.96        | 9.18e+05 | 2.75e+06 |       0.5%       |    160.09%    |
|  256  | 7168  | N/A |        [[256, 7168], [7168]]         | bf16  |       5.32       |       5.35        |       5.39       |       17.93        | 1.84e+06 | 5.51e+06 |      0.75%       |    239.53%    |
|  512  | 7168  | N/A |        [[512, 7168], [7168]]         | bf16  |       8.12       |       8.16        |       8.19       |       33.86        | 3.67e+06 | 1.10e+07 |      0.99%       |    313.87%    |
| 1024  | 7168  | N/A |        [[1024, 7168], [7168]]        | bf16  |      13.62       |       13.67       |      13.72       |       65.72        | 7.34e+06 | 2.20e+07 |      1.18%       |    374.25%    |
| 2048  | 7168  | N/A |        [[2048, 7168], [7168]]        | bf16  |       27.4       |       27.59       |      27.78       |       129.43       | 1.47e+07 | 4.40e+07 |      1.17%       |    372.06%    |
| 4096  | 7168  | N/A |        [[4096, 7168], [7168]]        | bf16  |      180.26      |       181.6       |      182.52      |       256.86       | 2.94e+07 | 8.81e+07 |      0.36%       |    113.11%    |
| 8192  | 7168  | N/A |        [[8192, 7168], [7168]]        | bf16  |      359.71      |      361.73       |      363.14      |       511.72       | 5.87e+07 | 1.76e+08 |      0.36%       |    113.36%    |
| 16384 | 7168  | N/A |       [[16384, 7168], [7168]]        | bf16  |      717.98      |      720.02       |      721.41      |      1021.45       | 1.17e+08 | 3.52e+08 |      0.36%       |    113.59%    |
| 32768 | 7168  | N/A |       [[32768, 7168], [7168]]        | bf16  |     1440.17      |      1441.56      |      1443.0      |       2040.9       | 2.35e+08 | 7.05e+08 |      0.36%       |    113.26%    |
|   1   | 8192  | N/A |         [[1, 8192], [8192]]          | bf16  |       1.88       |       1.93        |       1.99       |        2.07        | 8.19e+03 | 2.46e+04 |      0.01%       |     3.03%     |
|   2   | 8192  | N/A |         [[2, 8192], [8192]]          | bf16  |       2.56       |        2.6        |       2.65       |        2.14        | 1.64e+04 | 4.92e+04 |      0.01%       |     4.44%     |
|   4   | 8192  | N/A |         [[4, 8192], [8192]]          | bf16  |       2.64       |       2.68        |       2.72       |        2.28        | 3.28e+04 | 9.83e+04 |      0.03%       |     8.62%     |
|   8   | 8192  | N/A |         [[8, 8192], [8192]]          | bf16  |       2.76       |       2.79        |       2.82       |        2.57        | 6.55e+04 | 1.97e+05 |      0.05%       |    16.49%     |
|  16   | 8192  | N/A |         [[16, 8192], [8192]]         | bf16  |       2.76       |       2.79        |       2.81       |        3.14        | 1.31e+05 | 3.93e+05 |       0.1%       |    32.98%     |
|  32   | 8192  | N/A |         [[32, 8192], [8192]]         | bf16  |       3.0        |       3.02        |       3.04       |        4.28        | 2.62e+05 | 7.86e+05 |      0.19%       |    60.68%     |
|  64   | 8192  | N/A |         [[64, 8192], [8192]]         | bf16  |       3.37       |        3.4        |       3.43       |        6.55        | 5.24e+05 | 1.57e+06 |      0.34%       |    108.04%    |
|  128  | 8192  | N/A |        [[128, 8192], [8192]]         | bf16  |       4.28       |        4.3        |       4.32       |        11.1        | 1.05e+06 | 3.15e+06 |      0.53%       |    170.13%    |
|  256  | 8192  | N/A |        [[256, 8192], [8192]]         | bf16  |       5.77       |       5.84        |       5.92       |        20.2        | 2.10e+06 | 6.29e+06 |      0.79%       |    252.4%     |
|  512  | 8192  | N/A |        [[512, 8192], [8192]]         | bf16  |       8.9        |       8.99        |       9.05       |       38.41        | 4.19e+06 | 1.26e+07 |      1.03%       |    327.27%    |
| 1024  | 8192  | N/A |        [[1024, 8192], [8192]]        | bf16  |      15.28       |       15.36       |      15.44       |       74.82        | 8.39e+06 | 2.52e+07 |       1.2%       |    381.24%    |
| 2048  | 8192  | N/A |        [[2048, 8192], [8192]]        | bf16  |      44.83       |       45.04       |      45.21       |       147.64       | 1.68e+07 | 5.03e+07 |      0.82%       |    259.89%    |
| 4096  | 8192  | N/A |        [[4096, 8192], [8192]]        | bf16  |      204.8       |      206.81       |      208.15      |       293.27       | 3.36e+07 | 1.01e+08 |      0.36%       |    113.78%    |
| 8192  | 8192  | N/A |        [[8192, 8192], [8192]]        | bf16  |      409.24      |      411.84       |      413.59      |       584.54       | 6.71e+07 | 2.01e+08 |      0.36%       |    113.88%    |
| 16384 | 8192  | N/A |       [[16384, 8192], [8192]]        | bf16  |      820.48      |      822.67       |      824.52      |      1167.08       | 1.34e+08 | 4.03e+08 |      0.36%       |    113.6%     |
| 32768 | 8192  | N/A |       [[32768, 8192], [8192]]        | bf16  |     1645.65      |      1648.29      |     1650.17      |      2332.17       | 2.68e+08 | 8.05e+08 |      0.36%       |    113.28%    |
|   1   | 13824 | N/A |        [[1, 13824], [13824]]         | bf16  |       1.86       |       1.88        |       1.89       |        2.12        | 1.38e+04 | 4.15e+04 |      0.02%       |     5.16%     |
|   2   | 13824 | N/A |        [[2, 13824], [13824]]         | bf16  |       2.62       |       2.66        |       2.69       |        2.24        | 2.76e+04 | 8.29e+04 |      0.02%       |     7.33%     |
|   4   | 13824 | N/A |        [[4, 13824], [13824]]         | bf16  |       2.69       |       2.72        |       2.76       |        2.48        | 5.53e+04 | 1.66e+05 |      0.04%       |    14.28%     |
|   8   | 13824 | N/A |        [[8, 13824], [13824]]         | bf16  |       2.73       |       2.76        |       2.79       |        2.96        | 1.11e+05 | 3.32e+05 |      0.09%       |    28.13%     |
|  16   | 13824 | N/A |        [[16, 13824], [13824]]        | bf16  |       2.98       |        3.0        |       3.03       |        3.92        | 2.21e+05 | 6.64e+05 |      0.16%       |    51.54%     |
|  32   | 13824 | N/A |        [[32, 13824], [13824]]        | bf16  |       3.25       |       3.28        |       3.32       |        5.84        | 4.42e+05 | 1.33e+06 |       0.3%       |    94.52%     |
|  64   | 13824 | N/A |        [[64, 13824], [13824]]        | bf16  |       3.8        |       3.88        |       3.97       |        9.68        | 8.85e+05 | 2.65e+06 |      0.51%       |    161.68%    |
|  128  | 13824 | N/A |       [[128, 13824], [13824]]        | bf16  |       5.34       |       5.37        |       5.4        |       17.36        | 1.77e+06 | 5.31e+06 |      0.72%       |    230.11%    |
|  256  | 13824 | N/A |       [[256, 13824], [13824]]        | bf16  |       7.93       |        8.0        |       8.05       |       32.72        | 3.54e+06 | 1.06e+07 |      0.97%       |    309.91%    |
|  512  | 13824 | N/A |       [[512, 13824], [13824]]        | bf16  |      13.44       |       13.46       |      13.48       |       63.44        | 7.08e+06 | 2.12e+07 |      1.15%       |    365.71%    |
| 1024  | 13824 | N/A |       [[1024, 13824], [13824]]       | bf16  |      27.19       |       27.44       |      27.65       |       124.88       | 1.42e+07 | 4.25e+07 |      1.14%       |    361.54%    |
| 2048  | 13824 | N/A |       [[2048, 13824], [13824]]       | bf16  |      172.63      |      174.36       |      175.5       |       247.76       | 2.83e+07 | 8.49e+07 |      0.36%       |    113.89%    |
| 4096  | 13824 | N/A |       [[4096, 13824], [13824]]       | bf16  |      345.63      |      347.28       |      348.4       |       493.52       | 5.66e+07 | 1.70e+08 |      0.36%       |    113.77%    |
| 8192  | 13824 | N/A |       [[8192, 13824], [13824]]       | bf16  |      691.0       |      693.32       |      694.92      |       985.04       | 1.13e+08 | 3.40e+08 |      0.36%       |    113.81%    |
| 16384 | 13824 | N/A |      [[16384, 13824], [13824]]       | bf16  |     1387.55      |      1389.21      |     1390.44      |      1968.08       | 2.26e+08 | 6.79e+08 |      0.36%       |    113.36%    |
| 32768 | 13824 | N/A |      [[32768, 13824], [13824]]       | bf16  |     2768.66      |      2771.38      |     2773.67      |      3934.16       | 4.53e+08 | 1.36e+09 |      0.36%       |    113.62%    |
|   1   | 16384 | N/A |        [[1, 16384], [16384]]         | bf16  |       1.89       |       1.91        |       1.94       |        2.14        | 1.64e+04 | 4.92e+04 |      0.02%       |     6.02%     |
|   2   | 16384 | N/A |        [[2, 16384], [16384]]         | bf16  |       2.62       |       2.65        |       2.68       |        2.28        | 3.28e+04 | 9.83e+04 |      0.03%       |     8.69%     |
|   4   | 16384 | N/A |        [[4, 16384], [16384]]         | bf16  |       2.72       |       2.77        |       2.83       |        2.57        | 6.55e+04 | 1.97e+05 |      0.05%       |    16.73%     |
|   8   | 16384 | N/A |        [[8, 16384], [16384]]         | bf16  |       2.76       |       2.79        |       2.82       |        3.14        | 1.31e+05 | 3.93e+05 |       0.1%       |    32.98%     |
|  16   | 16384 | N/A |        [[16, 16384], [16384]]        | bf16  |       3.02       |       3.05        |       3.09       |        4.28        | 2.62e+05 | 7.86e+05 |      0.19%       |    60.28%     |
|  32   | 16384 | N/A |        [[32, 16384], [16384]]        | bf16  |       3.4        |       3.43        |       3.46       |        6.55        | 5.24e+05 | 1.57e+06 |      0.34%       |    107.08%    |
|  64   | 16384 | N/A |        [[64, 16384], [16384]]        | bf16  |       4.19       |       4.22        |       4.25       |        11.1        | 1.05e+06 | 3.15e+06 |      0.55%       |    173.79%    |
|  128  | 16384 | N/A |       [[128, 16384], [16384]]        | bf16  |       5.75       |       5.77        |       5.79       |        20.2        | 2.10e+06 | 6.29e+06 |       0.8%       |    253.28%    |
|  256  | 16384 | N/A |       [[256, 16384], [16384]]        | bf16  |       8.89       |        9.0        |       9.08       |       38.41        | 4.19e+06 | 1.26e+07 |      1.03%       |    327.64%    |
|  512  | 16384 | N/A |       [[512, 16384], [16384]]        | bf16  |      15.18       |       15.23       |      15.29       |       74.82        | 8.39e+06 | 2.52e+07 |      1.21%       |    383.76%    |
| 1024  | 16384 | N/A |       [[1024, 16384], [16384]]       | bf16  |      45.43       |       46.27       |      46.89       |       147.64       | 1.68e+07 | 5.03e+07 |      0.81%       |    256.46%    |
| 2048  | 16384 | N/A |       [[2048, 16384], [16384]]       | bf16  |      204.18      |      206.31       |      207.79      |       293.27       | 3.36e+07 | 1.01e+08 |      0.36%       |    114.12%    |
| 4096  | 16384 | N/A |       [[4096, 16384], [16384]]       | bf16  |      410.27      |      411.77       |      412.78      |       584.54       | 6.71e+07 | 2.01e+08 |      0.36%       |    113.59%    |
| 8192  | 16384 | N/A |       [[8192, 16384], [16384]]       | bf16  |      820.25      |       821.7       |      822.68      |      1167.08       | 1.34e+08 | 4.03e+08 |      0.36%       |    113.63%    |
| 16384 | 16384 | N/A |      [[16384, 16384], [16384]]       | bf16  |     1641.04      |      1642.99      |     1644.59      |      2332.17       | 2.68e+08 | 8.05e+08 |      0.36%       |    113.59%    |
| 32768 | 16384 | N/A |      [[32768, 16384], [16384]]       | bf16  |     3188.56      |      3190.33      |     3191.95      |      4662.34       | 5.37e+08 | 1.61e+09 |      0.37%       |    116.93%    |
|   1   |  32   | N/A |          [[1, 32], [1, 32]]          | bf16  |       1.79       |       1.82        |       1.84       |        2.0         | 3.20e+01 | 9.60e+01 |       0.0%       |     0.01%     |
|   2   |  32   | N/A |          [[2, 32], [2, 32]]          | bf16  |       1.82       |        1.9        |       2.0        |        2.0         | 6.40e+01 | 1.92e+02 |       0.0%       |     0.02%     |
|   4   |  32   | N/A |          [[4, 32], [4, 32]]          | bf16  |       1.82       |       1.87        |       1.94       |        2.0         | 1.28e+02 | 3.84e+02 |       0.0%       |     0.05%     |
|   8   |  32   | N/A |          [[8, 32], [8, 32]]          | bf16  |       1.83       |       1.85        |       1.89       |        2.0         | 2.56e+02 | 7.68e+02 |       0.0%       |     0.1%      |
|  16   |  32   | N/A |         [[16, 32], [16, 32]]         | bf16  |       1.81       |       1.83        |       1.85       |        2.0         | 5.12e+02 | 1.54e+03 |       0.0%       |     0.2%      |
|  32   |  32   | N/A |         [[32, 32], [32, 32]]         | bf16  |       1.85       |        1.9        |       1.95       |        2.01        | 1.02e+03 | 3.07e+03 |       0.0%       |     0.38%     |
|  64   |  32   | N/A |         [[64, 32], [64, 32]]         | bf16  |       1.88       |       1.93        |       1.98       |        2.02        | 2.05e+03 | 6.14e+03 |       0.0%       |     0.76%     |
|  128  |  32   | N/A |        [[128, 32], [128, 32]]        | bf16  |       1.88       |       1.91        |       1.94       |        2.04        | 4.10e+03 | 1.23e+04 |       0.0%       |     1.51%     |
|  256  |  32   | N/A |        [[256, 32], [256, 32]]        | bf16  |       1.9        |       1.91        |       1.93       |        2.07        | 8.19e+03 | 2.46e+04 |      0.01%       |     2.99%     |
|  512  |  32   | N/A |        [[512, 32], [512, 32]]        | bf16  |       1.9        |       1.95        |       2.01       |        2.14        | 1.64e+04 | 4.92e+04 |      0.02%       |     5.99%     |
| 1024  |  32   | N/A |       [[1024, 32], [1024, 32]]       | bf16  |       1.92       |       1.99        |       2.07       |        2.28        | 3.28e+04 | 9.83e+04 |      0.04%       |    11.85%     |
| 2048  |  32   | N/A |       [[2048, 32], [2048, 32]]       | bf16  |       2.04       |       2.08        |       2.12       |        2.57        | 6.55e+04 | 1.97e+05 |      0.07%       |    22.31%     |
| 4096  |  32   | N/A |       [[4096, 32], [4096, 32]]       | bf16  |       2.19       |       2.22        |       2.24       |        3.14        | 1.31e+05 | 3.93e+05 |      0.13%       |    41.56%     |
| 8192  |  32   | N/A |       [[8192, 32], [8192, 32]]       | bf16  |       2.43       |        2.5        |       2.58       |        4.28        | 2.62e+05 | 7.86e+05 |      0.24%       |    74.92%     |
| 16384 |  32   | N/A |      [[16384, 32], [16384, 32]]      | bf16  |       2.82       |       2.91        |       2.99       |        6.55        | 5.24e+05 | 1.57e+06 |      0.41%       |    129.11%    |
| 32768 |  32   | N/A |      [[32768, 32], [32768, 32]]      | bf16  |       3.25       |       3.34        |       3.45       |        11.1        | 1.05e+06 | 3.15e+06 |       0.7%       |    224.05%    |
|   1   |  64   | N/A |          [[1, 64], [1, 64]]          | bf16  |       1.83       |       1.87        |       1.91       |        2.0         | 6.40e+01 | 1.92e+02 |       0.0%       |     0.02%     |
|   2   |  64   | N/A |          [[2, 64], [2, 64]]          | bf16  |       1.85       |       1.86        |       1.88       |        2.0         | 1.28e+02 | 3.84e+02 |       0.0%       |     0.05%     |
|   4   |  64   | N/A |          [[4, 64], [4, 64]]          | bf16  |       1.81       |       1.84        |       1.88       |        2.0         | 2.56e+02 | 7.68e+02 |       0.0%       |     0.1%      |
|   8   |  64   | N/A |          [[8, 64], [8, 64]]          | bf16  |       1.8        |       1.85        |       1.92       |        2.0         | 5.12e+02 | 1.54e+03 |       0.0%       |     0.2%      |
|  16   |  64   | N/A |         [[16, 64], [16, 64]]         | bf16  |       1.89       |       2.12        |       2.44       |        2.01        | 1.02e+03 | 3.07e+03 |       0.0%       |     0.38%     |
|  32   |  64   | N/A |         [[32, 64], [32, 64]]         | bf16  |       1.87       |        1.9        |       1.93       |        2.02        | 2.05e+03 | 6.14e+03 |       0.0%       |     0.76%     |
|  64   |  64   | N/A |         [[64, 64], [64, 64]]         | bf16  |       1.88       |       1.89        |       1.9        |        2.04        | 4.10e+03 | 1.23e+04 |       0.0%       |     1.51%     |
|  128  |  64   | N/A |        [[128, 64], [128, 64]]        | bf16  |       1.9        |       1.92        |       1.95       |        2.07        | 8.19e+03 | 2.46e+04 |      0.01%       |     2.99%     |
|  256  |  64   | N/A |        [[256, 64], [256, 64]]        | bf16  |       1.89       |       1.97        |       2.07       |        2.14        | 1.64e+04 | 4.92e+04 |      0.02%       |     6.02%     |
|  512  |  64   | N/A |        [[512, 64], [512, 64]]        | bf16  |       1.95       |       1.99        |       2.03       |        2.28        | 3.28e+04 | 9.83e+04 |      0.04%       |    11.67%     |
| 1024  |  64   | N/A |       [[1024, 64], [1024, 64]]       | bf16  |       2.05       |       2.07        |       2.1        |        2.57        | 6.55e+04 | 1.97e+05 |      0.07%       |     22.2%     |
| 2048  |  64   | N/A |       [[2048, 64], [2048, 64]]       | bf16  |       2.46       |       2.51        |       2.55       |        3.14        | 1.31e+05 | 3.93e+05 |      0.12%       |     37.0%     |
| 4096  |  64   | N/A |       [[4096, 64], [4096, 64]]       | bf16  |       2.4        |       2.44        |       2.48       |        4.28        | 2.62e+05 | 7.86e+05 |      0.24%       |    75.85%     |
| 8192  |  64   | N/A |       [[8192, 64], [8192, 64]]       | bf16  |       2.68       |       2.71        |       2.74       |        6.55        | 5.24e+05 | 1.57e+06 |      0.43%       |    135.85%    |
| 16384 |  64   | N/A |      [[16384, 64], [16384, 64]]      | bf16  |       3.26       |        3.3        |       3.33       |        11.1        | 1.05e+06 | 3.15e+06 |       0.7%       |    223.37%    |
| 32768 |  64   | N/A |      [[32768, 64], [32768, 64]]      | bf16  |       4.34       |       4.37        |       4.39       |        20.2        | 2.10e+06 | 6.29e+06 |      1.06%       |    335.57%    |
|   1   |  128  | N/A |         [[1, 128], [1, 128]]         | bf16  |       1.78       |       1.82        |       1.86       |        2.0         | 1.28e+02 | 3.84e+02 |       0.0%       |     0.05%     |
|   2   |  128  | N/A |         [[2, 128], [2, 128]]         | bf16  |       1.85       |        1.9        |       1.97       |        2.0         | 2.56e+02 | 7.68e+02 |       0.0%       |     0.1%      |
|   4   |  128  | N/A |         [[4, 128], [4, 128]]         | bf16  |       1.83       |       1.87        |       1.92       |        2.0         | 5.12e+02 | 1.54e+03 |       0.0%       |     0.19%     |
|   8   |  128  | N/A |         [[8, 128], [8, 128]]         | bf16  |       1.86       |       1.89        |       1.92       |        2.01        | 1.02e+03 | 3.07e+03 |       0.0%       |     0.38%     |
|  16   |  128  | N/A |        [[16, 128], [16, 128]]        | bf16  |       1.89       |        1.9        |       1.91       |        2.02        | 2.05e+03 | 6.14e+03 |       0.0%       |     0.75%     |
|  32   |  128  | N/A |        [[32, 128], [32, 128]]        | bf16  |       1.85       |        1.9        |       1.94       |        2.04        | 4.10e+03 | 1.23e+04 |       0.0%       |     1.54%     |
|  64   |  128  | N/A |        [[64, 128], [64, 128]]        | bf16  |       1.88       |        1.9        |       1.92       |        2.07        | 8.19e+03 | 2.46e+04 |      0.01%       |     3.03%     |
|  128  |  128  | N/A |       [[128, 128], [128, 128]]       | bf16  |       1.87       |       1.91        |       1.96       |        2.14        | 1.64e+04 | 4.92e+04 |      0.02%       |     6.08%     |
|  256  |  128  | N/A |       [[256, 128], [256, 128]]       | bf16  |       1.98       |       1.99        |       1.99       |        2.28        | 3.28e+04 | 9.83e+04 |      0.04%       |    11.49%     |
|  512  |  128  | N/A |       [[512, 128], [512, 128]]       | bf16  |       2.05       |       2.19        |       2.38       |        2.57        | 6.55e+04 | 1.97e+05 |      0.07%       |     22.2%     |
| 1024  |  128  | N/A |      [[1024, 128], [1024, 128]]      | bf16  |       2.2        |       2.24        |       2.28       |        3.14        | 1.31e+05 | 3.93e+05 |      0.13%       |    41.37%     |
| 2048  |  128  | N/A |      [[2048, 128], [2048, 128]]      | bf16  |       2.4        |       2.47        |       2.56       |        4.28        | 2.62e+05 | 7.86e+05 |      0.24%       |    75.85%     |
| 4096  |  128  | N/A |      [[4096, 128], [4096, 128]]      | bf16  |       2.68       |        2.7        |       2.72       |        6.55        | 5.24e+05 | 1.57e+06 |      0.43%       |    135.85%    |
| 8192  |  128  | N/A |      [[8192, 128], [8192, 128]]      | bf16  |       3.27       |       3.31        |       3.35       |        11.1        | 1.05e+06 | 3.15e+06 |       0.7%       |    222.68%    |
| 16384 |  128  | N/A |     [[16384, 128], [16384, 128]]     | bf16  |       4.36       |        4.4        |       4.43       |        20.2        | 2.10e+06 | 6.29e+06 |      1.05%       |    334.03%    |
| 32768 |  128  | N/A |     [[32768, 128], [32768, 128]]     | bf16  |       6.55       |       6.61        |       6.67       |       38.41        | 4.19e+06 | 1.26e+07 |       1.4%       |    444.69%    |
|   1   |  512  | N/A |         [[1, 512], [1, 512]]         | bf16  |       1.79       |       1.84        |       1.89       |        2.0         | 5.12e+02 | 1.54e+03 |       0.0%       |     0.2%      |
|   2   |  512  | N/A |         [[2, 512], [2, 512]]         | bf16  |       1.84       |       1.89        |       1.94       |        2.01        | 1.02e+03 | 3.07e+03 |       0.0%       |     0.39%     |
|   4   |  512  | N/A |         [[4, 512], [4, 512]]         | bf16  |       1.87       |        1.9        |       1.92       |        2.02        | 2.05e+03 | 6.14e+03 |       0.0%       |     0.76%     |
|   8   |  512  | N/A |         [[8, 512], [8, 512]]         | bf16  |       1.85       |       1.97        |       2.11       |        2.04        | 4.10e+03 | 1.23e+04 |       0.0%       |     1.54%     |
|  16   |  512  | N/A |        [[16, 512], [16, 512]]        | bf16  |       1.85       |        1.9        |       1.95       |        2.07        | 8.19e+03 | 2.46e+04 |      0.01%       |     3.08%     |
|  32   |  512  | N/A |        [[32, 512], [32, 512]]        | bf16  |       1.91       |       1.96        |       2.02       |        2.14        | 1.64e+04 | 4.92e+04 |      0.02%       |     5.96%     |
|  64   |  512  | N/A |        [[64, 512], [64, 512]]        | bf16  |       1.94       |       1.97        |       2.0        |        2.28        | 3.28e+04 | 9.83e+04 |      0.04%       |    11.73%     |
|  128  |  512  | N/A |       [[128, 512], [128, 512]]       | bf16  |       2.07       |       2.13        |       2.2        |        2.57        | 6.55e+04 | 1.97e+05 |      0.07%       |    21.99%     |
|  256  |  512  | N/A |       [[256, 512], [256, 512]]       | bf16  |       2.2        |       2.24        |       2.3        |        3.14        | 1.31e+05 | 3.93e+05 |      0.13%       |    41.37%     |
|  512  |  512  | N/A |       [[512, 512], [512, 512]]       | bf16  |       2.39       |       2.43        |       2.48       |        4.28        | 2.62e+05 | 7.86e+05 |      0.24%       |    76.17%     |
| 1024  |  512  | N/A |      [[1024, 512], [1024, 512]]      | bf16  |       2.69       |       2.73        |       2.77       |        6.55        | 5.24e+05 | 1.57e+06 |      0.43%       |    135.35%    |
| 2048  |  512  | N/A |      [[2048, 512], [2048, 512]]      | bf16  |       3.27       |       3.31        |       3.37       |        11.1        | 1.05e+06 | 3.15e+06 |       0.7%       |    222.68%    |
| 4096  |  512  | N/A |      [[4096, 512], [4096, 512]]      | bf16  |       4.37       |       4.41        |       4.45       |        20.2        | 2.10e+06 | 6.29e+06 |      1.05%       |    333.26%    |
| 8192  |  512  | N/A |      [[8192, 512], [8192, 512]]      | bf16  |       6.54       |       6.61        |       6.67       |       38.41        | 4.19e+06 | 1.26e+07 |       1.4%       |    445.37%    |
| 16384 |  512  | N/A |     [[16384, 512], [16384, 512]]     | bf16  |      10.94       |       11.06       |       11.2       |       74.82        | 8.39e+06 | 2.52e+07 |      1.67%       |    532.49%    |
| 32768 |  512  | N/A |     [[32768, 512], [32768, 512]]     | bf16  |      144.4       |      147.91       |      150.51      |       147.64       | 1.68e+07 | 5.03e+07 |      0.25%       |    80.68%     |
|   1   |  768  | N/A |         [[1, 768], [1, 768]]         | bf16  |       1.9        |       1.92        |       1.95       |        2.01        | 7.68e+02 | 2.30e+03 |       0.0%       |     0.28%     |
|   2   |  768  | N/A |         [[2, 768], [2, 768]]         | bf16  |       1.86       |       1.92        |       1.99       |        2.01        | 1.54e+03 | 4.61e+03 |       0.0%       |     0.57%     |
|   4   |  768  | N/A |         [[4, 768], [4, 768]]         | bf16  |       2.64       |       2.71        |       2.79       |        2.03        | 3.07e+03 | 9.22e+03 |       0.0%       |     0.81%     |
|   8   |  768  | N/A |         [[8, 768], [8, 768]]         | bf16  |       1.99       |       2.64        |       3.37       |        2.05        | 6.14e+03 | 1.84e+04 |      0.01%       |     2.14%     |
|  16   |  768  | N/A |        [[16, 768], [16, 768]]        | bf16  |       1.91       |       1.93        |       1.96       |        2.11        | 1.23e+04 | 3.69e+04 |      0.01%       |     4.47%     |
|  32   |  768  | N/A |        [[32, 768], [32, 768]]        | bf16  |       1.94       |       2.01        |       2.1        |        2.21        | 2.46e+04 | 7.37e+04 |      0.03%       |     8.8%      |
|  64   |  768  | N/A |        [[64, 768], [64, 768]]        | bf16  |       2.02       |       2.05        |       2.09       |        2.43        | 4.92e+04 | 1.47e+05 |      0.05%       |     16.9%     |
|  128  |  768  | N/A |       [[128, 768], [128, 768]]       | bf16  |       2.1        |       2.14        |       2.19       |        2.85        | 9.83e+04 | 2.95e+05 |       0.1%       |    32.51%     |
|  256  |  768  | N/A |       [[256, 768], [256, 768]]       | bf16  |       2.34       |       2.37        |       2.4        |        3.71        | 1.97e+05 | 5.90e+05 |      0.18%       |    58.35%     |
|  512  |  768  | N/A |       [[512, 768], [512, 768]]       | bf16  |       2.54       |       2.59        |       2.64       |        5.41        | 3.93e+05 | 1.18e+06 |      0.34%       |    107.51%    |
| 1024  |  768  | N/A |      [[1024, 768], [1024, 768]]      | bf16  |       3.01       |       3.04        |       3.07       |        8.83        | 7.86e+05 | 2.36e+06 |      0.57%       |    181.44%    |
| 2048  |  768  | N/A |      [[2048, 768], [2048, 768]]      | bf16  |       3.8        |       3.83        |       3.86       |       15.65        | 1.57e+06 | 4.72e+06 |       0.9%       |    287.44%    |
