Test Case: L40S_apex_fused_rotary_positional_embedding.backward
|  M  |  N  |      _tensor       | _val  |      input_shape       | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  8  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 8, 16]]     | bf16  |       2.33       |       2.37        |       2.42       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.1%      |
|  8  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 8, 16]]    | bf16  |       2.6        |       2.62        |       2.64       |        2.19        | 5.24e+05 | 6.55e+04 |      0.44%       |     5.83%     |
|  8  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 8, 16]]    | bf16  |       3.17       |        3.3        |       3.48       |        2.38        | 1.05e+06 | 1.31e+05 |      0.72%       |     9.57%     |
|  8  | 16  |  [1024, 1, 1, 16]  | True  |   [[1024, 1, 8, 16]]   | bf16  |       3.03       |       3.13        |       3.22       |        2.76        | 2.10e+06 | 2.62e+05 |      1.51%       |    20.03%     |
|  8  | 16  |  [2048, 1, 1, 16]  | True  |   [[2048, 1, 8, 16]]   | bf16  |       3.83       |       3.85        |       3.88       |        3.52        | 4.19e+06 | 5.24e+05 |      2.39%       |    31.69%     |
|  8  | 16  |  [4096, 1, 1, 16]  | True  |   [[4096, 1, 8, 16]]   | bf16  |       5.19       |       5.23        |       5.27       |        5.03        | 8.39e+06 | 1.05e+06 |      3.53%       |    46.77%     |
|  8  | 16  |  [8192, 1, 1, 16]  | True  |   [[8192, 1, 8, 16]]   | bf16  |       7.87       |       7.93        |       8.01       |        8.07        | 1.68e+07 | 2.10e+06 |      4.65%       |    61.68%     |
|  8  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 8, 16]]   | bf16  |      13.17       |       13.2        |      13.23       |       14.14        | 3.36e+07 | 4.19e+06 |      5.56%       |    73.72%     |
|  8  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 8, 16]]   | bf16  |      23.61       |       23.64       |      23.67       |       26.27        | 6.71e+07 | 8.39e+06 |      6.21%       |    82.25%     |
|  8  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 8, 16]]   | bf16  |      44.47       |       44.53       |      44.59       |       50.55        | 1.34e+08 | 1.68e+07 |      6.59%       |    87.33%     |
| 16  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 16, 16]]    | bf16  |       2.28       |       2.29        |       2.31       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.05%     |
| 16  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 16, 16]]    | bf16  |       2.23       |       2.32        |       2.41       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.11%     |
| 16  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 16, 16]]    | bf16  |       2.34       |       2.36        |       2.38       |        2.01        | 1.64e+04 | 2.05e+03 |      0.02%       |     0.2%      |
| 16  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 16, 16]]   | bf16  |       2.68       |       2.71        |       2.74       |        2.38        | 1.05e+06 | 1.31e+05 |      0.85%       |    11.32%     |
| 16  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 16, 16]]   | bf16  |       3.01       |       3.04        |       3.08       |        2.76        | 2.10e+06 | 2.62e+05 |      1.52%       |    20.16%     |
| 16  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 16, 16]]   | bf16  |       3.63       |       3.66        |       3.69       |        3.52        | 4.19e+06 | 5.24e+05 |      2.52%       |    33.43%     |
| 16  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 16, 16]]   | bf16  |       5.01       |       5.04        |       5.07       |        5.03        | 8.39e+06 | 1.05e+06 |      3.66%       |    48.45%     |
| 16  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 16, 16]]   | bf16  |       7.73       |       7.75        |       7.78       |        8.07        | 1.68e+07 | 2.10e+06 |      4.74%       |     62.8%     |
| 16  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 16, 16]]   | bf16  |       13.0       |       13.12       |      13.27       |       14.14        | 3.36e+07 | 4.19e+06 |      5.64%       |    74.68%     |
| 16  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 16, 16]]  | bf16  |       23.4       |       23.48       |      23.57       |       26.27        | 6.71e+07 | 8.39e+06 |      6.26%       |    82.98%     |
| 16  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 16, 16]]  | bf16  |      44.19       |       44.23       |      44.26       |       50.55        | 1.34e+08 | 1.68e+07 |      6.63%       |    87.88%     |
| 16  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 16, 16]]  | bf16  |      90.85       |       90.9        |      90.95       |       99.09        | 2.68e+08 | 3.36e+07 |      6.45%       |     85.5%     |
| 32  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 32, 16]]    | bf16  |       2.56       |        2.6        |       2.64       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.09%     |
| 32  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 32, 16]]    | bf16  |       2.59       |       2.63        |       2.69       |        2.01        | 1.64e+04 | 2.05e+03 |      0.01%       |     0.18%     |
| 32  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 32, 16]]    | bf16  |       2.69       |       2.71        |       2.72       |        2.01        | 3.28e+04 | 4.10e+03 |      0.03%       |     0.35%     |
| 32  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 32, 16]]   | bf16  |       2.95       |       2.97        |       2.99       |        2.76        | 2.10e+06 | 2.62e+05 |      1.55%       |    20.57%     |
| 32  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 32, 16]]   | bf16  |       3.36       |       3.38        |       3.39       |        3.52        | 4.19e+06 | 5.24e+05 |      2.73%       |    36.12%     |
| 32  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 32, 16]]   | bf16  |       4.32       |       4.34        |       4.35       |        5.03        | 8.39e+06 | 1.05e+06 |      4.24%       |    56.19%     |
| 32  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 32, 16]]   | bf16  |       6.15       |       6.23        |       6.32       |        8.07        | 1.68e+07 | 2.10e+06 |      5.96%       |    78.94%     |
| 32  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 32, 16]]   | bf16  |       9.59       |       9.75        |       9.93       |       14.14        | 3.36e+07 | 4.19e+06 |      7.64%       |    101.24%    |
| 32  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 32, 16]]   | bf16  |      16.52       |       16.53       |      16.54       |       26.27        | 6.71e+07 | 8.39e+06 |      8.87%       |    117.54%    |
| 32  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 32, 16]]  | bf16  |      30.39       |       30.44       |      30.48       |       50.55        | 1.34e+08 | 1.68e+07 |      9.64%       |    127.79%    |
| 32  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 32, 16]]  | bf16  |      63.08       |       63.11       |      63.14       |       99.09        | 2.68e+08 | 3.36e+07 |      9.29%       |    123.13%    |
| 32  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 32, 16]]  | bf16  |      227.95      |      228.06       |      228.15      |       196.18       | 5.37e+08 | 6.71e+07 |      5.14%       |    68.15%     |
| 64  | 16  |   [1, 1, 1, 16]    | True  |    [[1, 1, 64, 16]]    | bf16  |       3.14       |       3.18        |       3.22       |        2.01        | 1.64e+04 | 2.05e+03 |      0.01%       |     0.15%     |
| 64  | 16  |   [2, 1, 1, 16]    | True  |    [[2, 1, 64, 16]]    | bf16  |       3.25       |       3.28        |       3.31       |        2.01        | 3.28e+04 | 4.10e+03 |      0.02%       |     0.29%     |
| 64  | 16  |   [4, 1, 1, 16]    | True  |    [[4, 1, 64, 16]]    | bf16  |       3.31       |       3.33        |       3.35       |        2.02        | 6.55e+04 | 8.19e+03 |      0.04%       |     0.57%     |
| 64  | 16  |  [256, 1, 1, 16]   | True  |   [[256, 1, 64, 16]]   | bf16  |       3.6        |       3.64        |       3.67       |        3.52        | 4.19e+06 | 5.24e+05 |      2.54%       |    33.71%     |
| 64  | 16  |  [512, 1, 1, 16]   | True  |   [[512, 1, 64, 16]]   | bf16  |       4.04       |       4.07        |       4.09       |        5.03        | 8.39e+06 | 1.05e+06 |      4.53%       |    60.08%     |
| 64  | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 64, 16]]   | bf16  |       5.68       |       5.72        |       5.77       |        8.07        | 1.68e+07 | 2.10e+06 |      6.45%       |    85.47%     |
| 64  | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 64, 16]]   | bf16  |       8.18       |        8.2        |       8.22       |       14.14        | 3.36e+07 | 4.19e+06 |      8.96%       |    118.69%    |
| 64  | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 64, 16]]   | bf16  |      13.18       |       13.22       |      13.27       |       26.27        | 6.71e+07 | 8.39e+06 |      11.12%      |    147.33%    |
| 64  | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 64, 16]]   | bf16  |       23.6       |       23.63       |      23.66       |       50.55        | 1.34e+08 | 1.68e+07 |      12.42%      |    164.56%    |
| 64  | 16  | [16384, 1, 1, 16]  | True  |  [[16384, 1, 64, 16]]  | bf16  |      49.16       |       49.2        |      49.24       |       99.09        | 2.68e+08 | 3.36e+07 |      11.92%      |    158.0%     |
| 64  | 16  | [32768, 1, 1, 16]  | True  |  [[32768, 1, 64, 16]]  | bf16  |      221.55      |      222.16       |      222.56      |       196.18       | 5.37e+08 | 6.71e+07 |      5.29%       |    70.12%     |
| 64  | 16  | [65536, 1, 1, 16]  | True  |  [[65536, 1, 64, 16]]  | bf16  |      439.6       |      439.83       |      440.01      |       390.36       | 1.07e+09 | 1.34e+08 |      5.33%       |    70.68%     |
| 128 | 16  |   [1, 1, 1, 16]    | True  |   [[1, 1, 128, 16]]    | bf16  |       4.2        |       4.24        |       4.29       |        2.01        | 3.28e+04 | 4.10e+03 |      0.02%       |     0.23%     |
| 128 | 16  |   [2, 1, 1, 16]    | True  |   [[2, 1, 128, 16]]    | bf16  |       4.46       |        4.5        |       4.54       |        2.02        | 6.55e+04 | 8.19e+03 |      0.03%       |     0.43%     |
| 128 | 16  |   [4, 1, 1, 16]    | True  |   [[4, 1, 128, 16]]    | bf16  |       4.57       |        4.6        |       4.63       |        2.05        | 1.31e+05 | 1.64e+04 |      0.06%       |     0.83%     |
| 128 | 16  |  [256, 1, 1, 16]   | True  |  [[256, 1, 128, 16]]   | bf16  |       4.91       |       4.93        |       4.95       |        5.03        | 8.39e+06 | 1.05e+06 |      3.73%       |    49.44%     |
| 128 | 16  |  [512, 1, 1, 16]   | True  |  [[512, 1, 128, 16]]   | bf16  |       5.35       |       5.36        |       5.38       |        8.07        | 1.68e+07 | 2.10e+06 |      6.85%       |    90.74%     |
| 128 | 16  |  [1024, 1, 1, 16]  | True  |  [[1024, 1, 128, 16]]  | bf16  |       8.24       |       8.28        |       8.32       |       14.14        | 3.36e+07 | 4.19e+06 |      8.89%       |    117.83%    |
| 128 | 16  |  [2048, 1, 1, 16]  | True  |  [[2048, 1, 128, 16]]  | bf16  |      12.05       |       12.08       |      12.11       |       26.27        | 6.71e+07 | 8.39e+06 |      12.16%      |    161.15%    |
| 128 | 16  |  [4096, 1, 1, 16]  | True  |  [[4096, 1, 128, 16]]  | bf16  |      20.45       |       20.5        |      20.55       |       50.55        | 1.34e+08 | 1.68e+07 |      14.33%      |    189.91%    |
| 128 | 16  |  [8192, 1, 1, 16]  | True  |  [[8192, 1, 128, 16]]  | bf16  |      47.83       |       47.9        |      47.99       |       99.09        | 2.68e+08 | 3.36e+07 |      12.25%      |    162.39%    |
| 128 | 16  | [16384, 1, 1, 16]  | True  | [[16384, 1, 128, 16]]  | bf16  |      222.53      |      223.54       |      224.2       |       196.18       | 5.37e+08 | 6.71e+07 |      5.27%       |    69.81%     |
| 128 | 16  | [32768, 1, 1, 16]  | True  | [[32768, 1, 128, 16]]  | bf16  |      442.04      |      442.89       |      443.46      |       390.36       | 1.07e+09 | 1.34e+08 |       5.3%       |    70.29%     |
| 128 | 16  | [65536, 1, 1, 16]  | True  | [[65536, 1, 128, 16]]  | bf16  |      883.14      |      884.09       |      884.72      |       778.72       | 2.15e+09 | 2.68e+08 |      5.31%       |    70.36%     |
|  2  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 2, 32]]     | bf16  |       2.12       |       2.17        |       2.23       |        2.0         | 1.02e+03 | 1.28e+02 |       0.0%       |     0.01%     |
|  2  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 2, 32]]     | bf16  |       2.12       |       2.17        |       2.22       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.03%     |
|  2  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 2, 32]]     | bf16  |       2.16       |       2.18        |       2.2        |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.05%     |
|  2  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 2, 32]]    | bf16  |       2.43       |       2.47        |       2.52       |        2.09        | 2.62e+05 | 3.28e+04 |      0.24%       |     3.12%     |
|  2  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 2, 32]]    | bf16  |       2.64       |       2.66        |       2.68       |        2.19        | 5.24e+05 | 6.55e+04 |      0.43%       |     5.75%     |
|  2  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 2, 32]]   | bf16  |       2.95       |       2.97        |       2.99       |        2.38        | 1.05e+06 | 1.31e+05 |      0.78%       |    10.28%     |
|  2  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 2, 32]]   | bf16  |       3.52       |       3.54        |       3.55       |        2.76        | 2.10e+06 | 2.62e+05 |       1.3%       |    17.24%     |
|  2  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 2, 32]]   | bf16  |       4.6        |       4.65        |       4.71       |        3.52        | 4.19e+06 | 5.24e+05 |      1.99%       |    26.38%     |
|  2  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 2, 32]]   | bf16  |       6.87       |       6.89        |       6.92       |        5.03        | 8.39e+06 | 1.05e+06 |      2.67%       |    35.33%     |
|  2  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 2, 32]]   | bf16  |      11.28       |       11.31       |      11.34       |        8.07        | 1.68e+07 | 2.10e+06 |      3.25%       |    43.04%     |
|  2  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 2, 32]]   | bf16  |      20.02       |       20.05       |      20.08       |       14.14        | 3.36e+07 | 4.19e+06 |      3.66%       |     48.5%     |
|  2  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 2, 32]]   | bf16  |      37.39       |       37.41       |      37.44       |       26.27        | 6.71e+07 | 8.39e+06 |      3.92%       |    51.93%     |
|  4  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 4, 32]]     | bf16  |       2.08       |       2.11        |       2.14       |        2.0         | 2.05e+03 | 2.56e+02 |       0.0%       |     0.03%     |
|  4  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 4, 32]]     | bf16  |       2.09       |       2.11        |       2.13       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.06%     |
|  4  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 4, 32]]     | bf16  |       2.16       |        2.2        |       2.24       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.11%     |
|  4  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 4, 32]]    | bf16  |       2.43       |       2.45        |       2.47       |        2.19        | 5.24e+05 | 6.55e+04 |      0.47%       |     6.24%     |
|  4  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 4, 32]]    | bf16  |       2.64       |       2.67        |       2.7        |        2.38        | 1.05e+06 | 1.31e+05 |      0.87%       |    11.49%     |
|  4  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 4, 32]]   | bf16  |       2.93       |       2.95        |       2.97       |        2.76        | 2.10e+06 | 2.62e+05 |      1.56%       |    20.71%     |
|  4  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 4, 32]]   | bf16  |       3.52       |       3.54        |       3.56       |        3.52        | 4.19e+06 | 5.24e+05 |       2.6%       |    34.48%     |
|  4  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 4, 32]]   | bf16  |       4.74       |       4.77        |       4.8        |        5.03        | 8.39e+06 | 1.05e+06 |      3.86%       |    51.21%     |
|  4  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 4, 32]]   | bf16  |       7.08       |       7.09        |       7.11       |        8.07        | 1.68e+07 | 2.10e+06 |      5.17%       |    68.57%     |
|  4  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 4, 32]]   | bf16  |      12.01       |       12.02       |      12.04       |       14.14        | 3.36e+07 | 4.19e+06 |       6.1%       |    80.84%     |
|  4  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 4, 32]]   | bf16  |       21.1       |       21.14       |      21.18       |       26.27        | 6.71e+07 | 8.39e+06 |      6.94%       |    92.03%     |
|  4  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 4, 32]]   | bf16  |      39.58       |       39.61       |      39.65       |       50.55        | 1.34e+08 | 1.68e+07 |       7.4%       |    98.12%     |
|  8  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 8, 32]]     | bf16  |       2.24       |       2.26        |       2.28       |        2.0         | 4.10e+03 | 5.12e+02 |       0.0%       |     0.05%     |
|  8  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 8, 32]]     | bf16  |       2.26       |       2.27        |       2.28       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.1%      |
|  8  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 8, 32]]     | bf16  |       2.29       |       2.32        |       2.34       |        2.01        | 1.64e+04 | 2.05e+03 |      0.02%       |     0.21%     |
|  8  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 8, 32]]    | bf16  |       2.57       |       2.59        |       2.61       |        2.38        | 1.05e+06 | 1.31e+05 |      0.89%       |    11.81%     |
|  8  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 8, 32]]    | bf16  |       2.79       |       2.83        |       2.88       |        2.76        | 2.10e+06 | 2.62e+05 |      1.64%       |    21.75%     |
|  8  | 32  |  [1024, 1, 1, 32]  | True  |   [[1024, 1, 8, 32]]   | bf16  |       3.12       |       3.16        |       3.21       |        3.52        | 4.19e+06 | 5.24e+05 |      2.94%       |     38.9%     |
|  8  | 32  |  [2048, 1, 1, 32]  | True  |   [[2048, 1, 8, 32]]   | bf16  |       3.8        |       3.82        |       3.85       |        5.03        | 8.39e+06 | 1.05e+06 |      4.82%       |    63.88%     |
|  8  | 32  |  [4096, 1, 1, 32]  | True  |   [[4096, 1, 8, 32]]   | bf16  |       5.23       |       5.25        |       5.28       |        8.07        | 1.68e+07 | 2.10e+06 |       7.0%       |    92.82%     |
|  8  | 32  |  [8192, 1, 1, 32]  | True  |   [[8192, 1, 8, 32]]   | bf16  |       8.01       |       8.05        |       8.09       |       14.14        | 3.36e+07 | 4.19e+06 |      9.15%       |    121.21%    |
|  8  | 32  | [16384, 1, 1, 32]  | True  |  [[16384, 1, 8, 32]]   | bf16  |      13.61       |       13.68       |      13.73       |       26.27        | 6.71e+07 | 8.39e+06 |      10.77%      |    142.68%    |
|  8  | 32  | [32768, 1, 1, 32]  | True  |  [[32768, 1, 8, 32]]   | bf16  |      24.73       |       24.75       |      24.77       |       50.55        | 1.34e+08 | 1.68e+07 |      11.85%      |    157.04%    |
|  8  | 32  | [65536, 1, 1, 32]  | True  |  [[65536, 1, 8, 32]]   | bf16  |      56.07       |       64.25       |       69.6       |       99.09        | 2.68e+08 | 3.36e+07 |      10.45%      |    138.53%    |
| 16  | 32  |   [1, 1, 1, 32]    | True  |    [[1, 1, 16, 32]]    | bf16  |       2.28       |       2.31        |       2.35       |        2.0         | 8.19e+03 | 1.02e+03 |      0.01%       |     0.1%      |
| 16  | 32  |   [2, 1, 1, 32]    | True  |    [[2, 1, 16, 32]]    | bf16  |       2.25       |        2.3        |       2.37       |        2.01        | 1.64e+04 | 2.05e+03 |      0.02%       |     0.21%     |
| 16  | 32  |   [4, 1, 1, 32]    | True  |    [[4, 1, 16, 32]]    | bf16  |       2.34       |       2.35        |       2.36       |        2.01        | 3.28e+04 | 4.10e+03 |      0.03%       |     0.41%     |
| 16  | 32  |  [256, 1, 1, 32]   | True  |   [[256, 1, 16, 32]]   | bf16  |       2.63       |       2.66        |       2.68       |        2.76        | 2.10e+06 | 2.62e+05 |      1.74%       |    23.07%     |
| 16  | 32  |  [512, 1, 1, 32]   | True  |   [[512, 1, 16, 32]]   | bf16  |       2.98       |        3.0        |       3.02       |        3.52        | 4.19e+06 | 5.24e+05 |      3.07%       |    40.73%     |
| 16  | 32  |  [1024, 1, 1, 32]  | True  |  [[1024, 1, 16, 32]]   | bf16  |       3.64       |       3.66        |       3.68       |        5.03        | 8.39e+06 | 1.05e+06 |      5.03%       |    66.68%     |
| 16  | 32  |  [2048, 1, 1, 32]  | True  |  [[2048, 1, 16, 32]]   | bf16  |       5.07       |        5.1        |       5.12       |        8.07        | 1.68e+07 | 2.10e+06 |      7.23%       |    95.75%     |
| 16  | 32  |  [4096, 1, 1, 32]  | True  |  [[4096, 1, 16, 32]]   | bf16  |       7.84       |       7.87        |       7.9        |       14.14        | 3.36e+07 | 4.19e+06 |      9.34%       |    123.84%    |
